연번,인허가기관,시도,시군구,업체명,소재지,대표전화,업종,처리방법
1179,-,전라북도,군산시,성일하이메탈(주),전북 군산시 군산산단로 143-15 (비응도동),063-462-0162,종합 재활용업,재활용
1180,-,전라북도,군산시,(주)골든리버,전북 군산시 군산산단1길 50 (비응도동),063-467-3807,종합 재활용업,재활용
1181,-,전라북도,김제시,(주)지티산업,전북 김제시 백산면 대동공단2길 34-50 (수록리 968),063-544-9114,종합 재활용업,재활용
1182,-,전라북도,익산시,(주)유광드럼,"전북 익산시 석암로1길 149 (팔봉동,(주)유광드림)",063-838-0123,종합 재활용업,재활용
1183,-,전라남도,여수시,해동이앤티(주),전남 여수시 여수산단1로 306 (화치동),061-685-1525,중간 재활용업,재활용
1184,-,전라남도,여수시,해동이앤티(주),전남 여수시 여수산단1로 306 (화치동),061-685-1525,최종 재활용업,재활용
1185,-,경상북도,영천시,남양캐미칼,경북 영천시 도남동 칠백로 808-3 (도남동),054-333-3047,중간 재활용업,재활용
1186,-,경상북도,경주시,(주)강명산업사 안강지점,경북 경주시 안강읍 두류길 107 (주)강명산업사 안강지점,054-762-9851,종합 재활용업,재활용
1187,-,경상북도,경주시,(주)비씨에너지,경북 경주시 외동읍 개곡공단길 128 (주)비씨에너지,054-748-5960,종합 재활용업,재활용
1188,-,경상북도,경주시,(주)클린코리아안강공장,경북 경주시 안강읍 두류길 162 ((주)클린코리아),054-762-7672,종합 재활용업,재활용
1189,-,경상북도,경주시,(주)광태산업,경북 경주시 외동읍 모화리 50-66,054-774-8334,종합 재활용업,재활용
1190,-,경상남도,양산시,철당(주),"경남 양산시 산막동 산막공단북2길 22 (산막동,케이디아이(주))",055-362-1704,종합 재활용업,재활용
1191,-,경상남도,양산시,(주)도원산업,"경남 양산시 어곡동 어실로 482-1 (어곡동,도원산업)",055-387-0026,중간 재활용업,재활용
1192,-,경상남도,양산시,동광(주),경남 양산시 산막공단북13길 50 (산막동),055-362-3151,중간 재활용업,재활용
1193,-,경상남도,양산시,대진기업사,"경남 양산시 유산동 유산공단10길 66 (유산동,대진기업사)",055-385-4092,중간 재활용업,재활용
1194,-,경상남도,김해시,서남환경에너지주식회사,경남 김해시 상동면 동북로473번길 250-79 (매리),055-331-9140,중간 재활용업,재활용
1195,-,경상남도,김해시,대한화학(처리),경남 김해시 주촌면 내삼리 서부로 1403번길 64,055-338-1401,종합 재활용업,재활용
1196,-,경상남도,도 양,하나DS,경남 양산시 상북면 공원로 97 172번지,055-374-9332,중간 재활용업,재활용
1197,-,경상남도,양산시,(주)오픈기업,"경남 양산시 산막공단남12길 46 (호계동,오픈기업)",055-387-0245,중간 재활용업,재활용
1198,-,경상남도,양산시,태성ENG,경남 양산시 상북면 내석리 67-2,055-374-5503,중간 재활용업,재활용
1199,-,경상남도,양산시,준스틸텍,경남 양산시 유산공단8길 78-6 (유산동) 준스틸텍,055-385-5665,중간 재활용업,재활용
1200,-,경상남도,김해시,대흥케미칼,경남 김해시 한림면 용덕로 188-9,055-345-0047,중간 재활용업,재활용
1201,-,경상남도,김해시,디유환경,경남 김해시 안곡로 132 (삼계동),055-342-2797,중간 재활용업,재활용
1202,-,경상남도,김해시,(주)제일자원,경남 김해시 진영읍 본산로269번길 28 본산공단,055-342-3625,종합 재활용업,재활용
1203,-,경상남도,김해시,(주)삼호에너지,경남 김해시 진영읍 서부로396번길 30-31,055-346-7993,중간 재활용업,재활용
1204,-,경상남도,김해시,가야 이엔에스,경남 김해시 진영읍 서부로396번길 20-65,055-343-6692,중간 재활용업,재활용
1205,-,경상남도,양산시,유국산업(주),"경남 양산시 어곡동 어곡공단4길 17-21 (어곡동,유국산업(주))",055-372-4800,중간 재활용업,재활용
1206,-,경상남도,양산시,여주케미컬,경남 양산시 산막공단남11길 23-16 (호계동),0557811080,중간 재활용업,재활용
1207,-,경상남도,양산시,(주)동림산업,경남 양산시 산막공단남6길 7-1 (호계동),055-386-8501,종합 재활용업,재활용
1208,-,경상남도,김해시,동양금속공업사,경남 김해시 김해대로2596번길 11-28 (안동),055-324-1601,최종 재활용업,재활용
1209,-,경상남도,김해시,(주)다우링에너지,경남 김해시 한림면 김해대로1402번길 147 (다우림에너지),055-346-3355,종합 재활용업,재활용
1210,-,경상남도,양산시,태광케미칼(주),"경남 양산시 산막공단북4길 30 (산막동, 태광케미칼(주))",055-387-5235,종합 재활용업,재활용
1211,-,경상남도,통영시,(주)동운크린텍,경남 통영시 광도면 은황길 364 은황길 364,055-649-0308,중간 재활용업,재활용
1212,-,경상남도,양산시,(주)한국환경정유산업,경남 양산시 호계동 산막공단남14길 16,055-385-4171,중간 재활용업,재활용
1213,-,경상남도,김해시,한스틸,경남 김해시 진례면 고모리 고모로526번길 51-9,055-345-7057,중간 재활용업,재활용
1214,-,경상남도,김해시,(주)이알,경남 김해시 한림면 안하로116번길 42,055-321-2203,종합 재활용업,재활용
1215,-,경상남도,김해시,(주)대영에너지,경남 김해시 안곡로 137 (주)대영에너지,0553397761,종합 재활용업,재활용
1216,-,경상남도,김해시,피엘비(PLB),경남 김해시 한림면 김해대로916번길 40-22,055-346-6497,중간 재활용업,재활용
1217,-,부산광역시,강서구,새광엔텍,부산 강서구 송정동 1771-10,051-831-0335,중간 재활용업,재활용
1218,-,부산광역시,기장군,(주)동방비에프,"부산 기장군 정관읍 용수공단2길 51 (용수리, 동방부라쉬)",051-728-5577,종합 재활용업,재활용
1219,-,부산광역시,강서구,(주)지오환경(강서구),부산 강서구 송정동 녹산산단165로14번길 11-13 (송정동),051-831-1954,종합 재활용업,재활용
1220,-,대구광역시,동구,신성비철산업,대구 동구 안심로 347 (각산동),053-963-8877,종합 재활용업,재활용
1221,-,대구광역시,달성군,사회복지법인 대한민국보훈복지재단(대산환경사업단),대구 달성군 논공읍 비슬로264길 56 (상리) (복)대한민국보훈복지재단(대산환경사업단),0536175011,중간 재활용업,재활용
1222,-,대구광역시,동구,대한민국상이군경회 대구사업소,대구 동구 안심로65길 10 (각산동),053-963-2235,종합 재활용업,재활용
1223,-,대구광역시,달서구,진양상사,대구 달서구 달구벌대로240길 50 (신당동),053-582-5405,종합 재활용업,재활용
1224,-,대구광역시,북구,대신테크,대구 북구 팔달북로8길 84 (노원동3가),053-359-0610,종합 재활용업,재활용
1225,-,인천광역시,서구,(주)삼화정유,인천 서구 석남동 223-259,032-578-8490,중간 재활용업,재활용
1226,-,인천광역시,서구,한국에너지기계,인천 서구 가좌동 602-67(2층),070-4240-2150,종합 재활용업,재활용
1227,-,인천광역시,남동구,남동에너지(주),인천 남동구 고잔동 728-7 (남동공단 157-9LT),032-812-0871,종합 재활용업,재활용
1228,-,인천광역시,남동구,신영산업사,인천 남동구 고잔동 710-5호 남동공단 139B-6L,032-812-6061,종합 재활용업,재활용
1229,-,광주광역시,광산구,(주)반도기연,광주 광산구 용아로 627 (오선동)반도기연,062-954-3247,중간 재활용업,재활용
1230,-,광주광역시,광산구,호남자원(광산구),광주 광산구 안청동 737-3,062-945-4455,중간 재활용업,재활용
1231,-,광주광역시,광산구,(주)혁진정유,광주 광산구 하남산단1번로 23 (하남동 505-8),062-954-4150,종합 재활용업,재활용
1232,-,광주광역시,광산구,남성수지,광주 광산구 장덕동 991-10,062-951-4787,종합 재활용업,재활용
1233,-,대전광역시,동구,한진트랜스,대전 동구 동부로 199 (용운동),042-284-8899,중간 재활용업,재활용
1234,-,대전광역시,대덕구,유니온정유(주),대전 대덕구 평촌동 148-1,042-933-0025,종합 재활용업,재활용
1235,-,울산광역시,남구,덕화산업,"울산 남구 여천동 장생포로19번길 37 (여천동,덕화산업)",052-272-6325,종합 재활용업,재활용
1236,-,울산광역시,남구,대흥산업(주),울산 남구 처용로 662 (황성동),052-276-4431,최종 재활용업,재활용
1237,-,울산광역시,남구,(주)에너텍(울산),울산 남구 신여천로 99 (여천동),052-276-3914,중간 재활용업,재활용
1238,-,울산광역시,남구,수성에스피시티(주),울산 남구 용잠로74번길 18 (부곡동),052-256-7445,중간 재활용업,재활용
1239,-,울산광역시,남구,우신산업,"울산 남구 여천동 신여천로35번길 26 우신산업 (여천동,우신산업)",052-275-9848,중간 재활용업,재활용
1240,-,울산광역시,남구,명성기업(주),"울산 남구 여천동 장생포로19번길 11-31 (여천동,명성기업(주))",052-276-6500,종합 재활용업,재활용
1241,-,울산광역시,울주군,(주)명신정유(운반자),"울산 울주군 삼남면 공암공단로 16-21 19-21(가천리, (주)명신정유)",055-364-6605,중간 재활용업,재활용
1242,-,울산광역시,남구,(주)유수에너지,울산 남구 용연로 295-150 (용연동),052-256-3533,중간 재활용업,재활용
1243,-,울산광역시,남구,삼영기업(주),울산 남구 용연로98번길 28 (용연동),052-257-0110,중간 재활용업,재활용
1244,-,울산광역시,울주군,(주)씨에스씨,울산 울주군 웅촌면 고연로 108 (고연리) 에이동,052-296-1974,중간 재활용업,재활용
1245,-,울산광역시,울주군,신흥에너텍(주),울산 울주군 온산읍 화산로 19 화산로 19,052-237-5155,종합 재활용업,재활용
1246,-,울산광역시,남구,(주)신흥유업,울산 남구 여천동 여천로 215-47 (주)신흥유업 (여천동),052-276-5123,중간 재활용업,재활용
1247,-,울산광역시,울주군,(주)에코앤리소스,울산 울주군 삼동면 삼동로 63 ((주)에코앤리소스),052-913-3625,종합 재활용업,재활용
1248,-,울산광역시,울주군,(주)네오 - 2공장,"울산 울주군 온산읍 우봉강양로 3-92 (우봉리, 네오) 2공장",052-237-0451,중간 재활용업,재활용
1249,-,울산광역시,울주군,예림케미칼필터,울산 울주군 웅촌면 은현리 19-1,052-265-9826,종합 재활용업,재활용
1250,-,울산광역시,남구,한길(주),울산 남구 용연동 용연로 189 (용연동),052-256-6543,종합 재활용업,재활용
1251,-,울산광역시,울주군,(주)보성정유,울산 울주군 온산읍 화산로 121-1,052-237-0017,종합 재활용업,재활용
1252,-,울산광역시,남구,NC울산(주)-처리자,울산 남구 용잠로 339 (용잠동),052-256-0111,중간 재활용업,재활용
1253,-,울산광역시,남구,명진산업,울산 남구 장생포로19번길 5 (여천동),052-274-6766,중간 재활용업,재활용
1254,-,울산광역시,남구,(주)동신화학,"울산 남구 황성동 처용로 688 (황성동,동신화학(주))",052-257-0711,종합 재활용업,재활용
1255,-,울산광역시,울주군,(주)명신정유(처리자),"울산 울주군 삼남면 공암공단로 16-21 (가천리, (주)명신정유)",055-364-6604,중간 재활용업,재활용
1256,-,울산광역시,울주군,온산서가산업,울산 울주군 온산읍 화산로 178,052-238-1975,중간 재활용업,재활용
1257,-,세종특별자치도,별자치,금강리싸이클링,세종 청원군 부강면 시목부강로 453 금강리싸이클링,044-277-6684,중간 재활용업,재활용
1258,-,세종특별자치도,전의면,(주)이원켐텍,세종 전의면 산단길 21-142 (주)이원켐텍,044-868-2175,종합 재활용업,재활용
1259,-,세종특별자치도,별자치,(주)경동산업,세종 청원군 부강면 금호황성골길 10-40 (주)경동산업,044-277-6277,종합 재활용업,재활용
1260,-,경기도,동두천,(주)진성건설에너지,"경기 동두천시 삼육사로659번길 42-14 (상패동 569-1,3)",031-866-2114,중간 재활용업,재활용
1261,-,경기도,화성시,동광산업,경기 화성시 장안면 수촌리 284-1,031-351-5234,중간 재활용업,재활용
1262,-,경기도,김포시,대영용기(주),경기 김포시 통진읍 가현로3번길 50 (가현리),031-988-8848,중간 재활용업,재활용
1263,-,경기도,동두천,사회복지법인 시대희망복지재단,경기 동두천시 봉동로 182 (하봉암동 363),02-576-5000,중간 재활용업,재활용
1264,-,경기도,화성시,해성리싸이클링,경기 화성시 봉담읍 덕우리 173-2,031-227-3515,중간 재활용업,재활용
1265,-,경기도,부천시,예름사(주),경기 부천시 오정구 오정로134번길 5 (내동 222-72),032-684-3743,종합 재활용업,재활용
1266,-,경기도,김포시,(주)창대이앤씨,경기 김포시 월곶면 갈산리 140-21,031-981-6141,중간 재활용업,재활용
1267,-,경기도,김포시,(주)진흥전기,경기 김포시 통진읍 귀전리 695-4,031-981-5108,중간 재활용업,재활용
1268,-,경기도,화성시,(주)수도권서부자원순환센터,"경기 화성시 우정읍 매바위로237번길 86-1(86-1,86-2)",031-354-2861,중간 재활용업,재활용
1269,-,경기도,화성시,부여국제전기(주),경기 화성시 장안면 포승장안로 1207 (독정리),031-351-2866,중간 재활용업,재활용
1270,-,경기도,화성시,동진금속상사,경기 화성시 양감면 신왕리 36-8,031-353-8838,중간 재활용업,재활용
1271,-,경기도,김포시,(사)한국지체장애인협회 김포사업소,경기 김포시 월곶면 고막리 18-18,031-996-1690,중간 재활용업,재활용
1272,-,경기도,용인시,케이씨환경산업(주),경기 용인시 처인구 백암면 죽양대로 829 (KC환경물류산업),031-323-5893,중간 재활용업,재활용
1273,-,경기도,김포시,사회적협동조합 푸른하늘 불용품사업단,경기 김포시 통진읍 귀전로56번길 211-19,031-982-9150,중간 재활용업,재활용
1274,-,경기도,김포시,미래파워텍,경기 김포시 대곶면 소래로41번길 31-2 미래파워텍,0319817234,중간 재활용업,재활용
1275,-,경기도,부천시,한강그린,경기 부천시 원미구 원미동 37-5,032-612-9491,중간 재활용업,재활용
1276,-,경기도,동두천,사회복지법인 애국단체원 자원재활용사업단,경기 동두천시 상패로 64,031-866-2001,중간 재활용업,재활용
1277,-,경기도,평택시,미래산업,경기 평택시 청북면 현곡길 168-9,031-681-2589,중간 재활용업,재활용
1278,-,경기도,화성시,(사)원전지역장애인고용창출협회 경기사무소,경기 화성시 장안면 3.1만세로 478-5,03180598368,중간 재활용업,재활용
1279,-,경기도,화성시,경기알엔씨,경기 화성시 향남읍 솔태상두길 291-25 (백토리),031-352-9771,중간 재활용업,재활용
1280,-,경기도,화성시,진우산업(주),경기 화성시 정남면 내향로 240-55 (귀래리),0313663675,중간 재활용업,재활용
1281,-,경기도,화성시,덕은인터라인정유(주),경기 화성시 마도면 쌍송리 268-3,031-357-5151,종합 재활용업,재활용
1282,-,경기도,여주군,상원기공,경기 여주군 점동면 뇌곡리 325-3,031-884-2890,중간 재활용업,재활용
1283,-,경기도,화성시,현대에코라인(주),경기 화성시 장안면 3.1만세로281번길 51,031-358-5506,종합 재활용업,재활용
1284,-,경기도,용인시,지티산업,경기 용인시 처인구 원삼면 원양로602번길 44,031-322-5531,중간 재활용업,재활용
1285,-,경기도,평택시,(주)현대그린텍,경기 평택시 청북면 청오로 439-53 토진리308-1,0316828813,종합 재활용업,재활용
1286,-,경기도,포천시,(주)우리산업,경기 포천시 신북면 만세교리 219-1,031-533-9980,중간 재활용업,재활용
1287,-,경기도,시흥시,(주)남양에너지,경기 시흥시 옥구천서로81번길 73,031-433-7011,종합 재활용업,재활용
1288,-,경기도,파주시,사회복지법인 경신재단 파주지점,경기 파주시 광탄면 용미리 580-1,031-952-5658,중간 재활용업,재활용
1289,-,경기도,시흥시,협동산업(주),"경기 시흥시 정왕동 경기과기대로 249 (정왕동,(주)협동산업)",031-498-8301,중간 재활용업,재활용
1290,-,경기도,동두천,시대희망복지재단동두천사업소(처리자),경기 동두천시 삼육사로659번길 42-14 (상패동),031-866-2001,중간 재활용업,재활용
1291,-,경기도,시흥시,신일정유,경기 시흥시 옥구천서로81번길 34 (정왕동 1355-9 시화공단 1마 317),031-498-8338,종합 재활용업,재활용
1292,-,경기도,김포시,(주)리크린폼,경기 김포시 통진읍 가현리 865-38 12동,031-988-5182,종합 재활용업,재활용
1293,-,경기도,평택시,(주)클린코리아,경기 평택시 진위면 서탄로 43-6 ((주)클린코리아),031-668-0211,종합 재활용업,재활용
1294,-,경기도,평택시,(주)교우산업 평택공장,경기 평택시 포승읍 원정리 1206-12,031-647-0737,종합 재활용업,재활용
1295,-,경기도,안산시,현대드럼산업(주),"경기 안산시 단원구 번영로10번길 9 (성곡동, 시화공단 4바 610-1 현대드럼산업)",031-431-0266,종합 재활용업,재활용
1296,-,경기도,화성시,중부산업(주),경기 화성시 팔탄면 하저리 16-1,031-356-8551,종합 재활용업,재활용
1297,-,경기도,화성시,(주)드럼코리아,경기 화성시 마도면 송정리530-34,031-355-9586,종합 재활용업,재활용
1298,-,경기도,안산시,(주)그린에너지,경기 안산시 단원구 첨단로245번길 4 (주)그린에너지 (성곡동),031-494-0151,종합 재활용업,재활용
1299,-,경기도,김포시,세방정유(주),경기 김포시 대곶면 송마리 209,031-989-5100,종합 재활용업,재활용
1300,-,경기도,안산시,(주)삼창유화,경기 안산시 단원구 진흥로38번길 58,031-434-9621,종합 재활용업,재활용
1301,-,경기도,평택시,주식회사 화인에코,경기 평택시 청북면 현곡길 168-11 번지,031-684-6667,종합 재활용업,재활용
1302,-,경기도,화성시,(주)케이에스에너지,경기 화성시 정남면 귀래리 533-1,031-317-1674,종합 재활용업,재활용
1303,-,경기도,화성시,(주)탑에코,경기 화성시 향남읍 장안로 662-107 (주)탑에코,031-8047-0407,종합 재활용업,재활용
1304,-,경기도,화성시,성림산업(주),경기 화성시 우정읍 주곡리 161-112,0313735771,종합 재활용업,재활용
1305,-,경기도,평택시,(주)대경이엔지,경기 평택시 서탄면 내천길 142-22,031-662-5130,종합 재활용업,재활용
1306,-,경기도,시흥시,천지에너지(주),"경기 시흥시 옥구천서로81번길 13 (정왕동 1697-2 시화공단 1마 503,천지에너지(주))",031-498-3251,종합 재활용업,재활용
1307,-,경기도,오산시,(주)신호정유(오산),경기 오산시 황새로149번길 56 (누읍동 45-1),031-375-5871,종합 재활용업,재활용
1308,-,경기도,화성시,에스엘(주)전곡지점,경기 화성시 서신면 전곡산단4길 18 에스엘(주)전곡지점 (전곡리),031-8077-2248,종합 재활용업,재활용
1309,-,경기도,화성시,(주)연화인텍,경기 화성시 비봉면 자안리 725,031-355-4423,종합 재활용업,재활용
1310,-,경기도,화성시,인영리싸이클링(주),경기 화성시 장안면 수촌리 745-10(방축말길35번길 60-13),0313543767,종합 재활용업,재활용
1311,-,경기도,평택시,(주)오엔알,경기 평택시 오성면 양교리 890-9,031-8059-1372,종합 재활용업,재활용
1312,-,경기도,화성시,주식회사 오성그린환경,경기 화성시 장안면 갈우물길 49 (노진리) 4동,,종합 재활용업,재활용
1313,-,경기도,화성시,대양그린산업(주)-처리,경기 화성시 장안면 장안로227번길 35-31 35-32,031-353-0468,종합 재활용업,재활용
1314,-,경기도,화성시,신대한정유산업(주),"경기 화성시 정남면 고지리 28-1,4번지(가장로 334-10)",031-352-3831,종합 재활용업,재활용
1315,-,경기도,고양시,(주)서울리사이클링,경기 고양시 일산동구 성석동 517-5,02-3143-6580,중간 재활용업,재활용
1316,-,강원도,철원군,사회복지법인 굿피플우리복지재단,강원 철원군 갈말읍 태봉로 1236-29 사회복지법인 굿피플우리복지재단,033-452-4455,중간 재활용업,재활용
1317,-,충청북도,진천군,(주)천호금속 진천공장,충북 진천군 광혜원면 진광로 1080 (죽현리419),043-533-7730,중간 재활용업,재활용
1318,-,충청북도,옥천군,하나트랜스,충북 옥천군 청산면 효목리 617-2번지,043-731-4425,중간 재활용업,재활용
1319,-,충청북도,진천군,대한민국고엽제전우회유류사업소,충북 진천군 이월면 중미로 434-28 대한민국고엽제전우회유류사업소,043-536-7161,종합 재활용업,재활용
1320,-,충청북도,청주시,영남기업,충북 청주시 흥덕구 강내면 황탄리길 85-45 영남기업,043-231-6991,종합 재활용업,재활용
1321,-,충청북도,진천군,협동산업(주)진천공장,충북 진천군 이월면 신월리 398-21,043-534-6241,종합 재활용업,재활용
1322,-,충청북도,진천군,현대산업(주),충북 진천군 진천읍 송두4길 47-8 (현대산업),043-536-2207,종합 재활용업,재활용
1323,-,충청북도,청주시,광도이앤씨,충북 청주시 흥덕구 옥산면 호죽성재로 105-2,043-232-5182,중간 재활용업,재활용
1324,-,충청북도,진천군,(주)세송유화텍,충북 진천군 덕산면 신척리 425-31,043-536-1500,종합 재활용업,재활용
1325,-,충청북도,진천군,(주)범창,충북 진천군 이월면 수평1길 126 ((주)범창),043-534-5800,종합 재활용업,재활용
1326,-,충청북도,진천군,(주)영화,충북 진천군 덕산면 한천리 5-4,043-537-9986,종합 재활용업,재활용
1327,-,충청북도,진천군,케이디페트로주식회사,"충북 진천군 이월면 은행정2길 122 (사곡리, (주)케이디페트로)",043-533-5145,종합 재활용업,재활용
1328,-,충청북도,음성군,향우실업(주) 음성1,충북 음성군 생극면 오신로 398 (생리),043-882-8382,종합 재활용업,재활용
1329,-,충청북도,청주시,대한민국상이군경회 청주사업소(지정),충북 청주시 서원구 현도면 우록리 397-2,043-263-8491,종합 재활용업,재활용
1330,-,충청북도,진천군,(주)썬에너지,충북 진천군 초평면 은암리 279번지,043-838-5670,종합 재활용업,재활용
1331,-,충청북도,청주시,(주)인코케미컬,충북 청주시 흥덕구 강내면 황탄리길 130,043-231-3637,종합 재활용업,재활용
1332,-,충청북도,청주시,(주)유진유포리아,충북 청주시 청원구 북이면 용계내추로 436-24 .,043-212-4936,종합 재활용업,재활용
1333,-,충청북도,청주시,해동산업개발,충북 청주시 청원구 외남로104번길 42 (외남동),043-213-8248,종합 재활용업,재활용
1334,-,충청북도,진천군,미지산업(주)진천공장,충북 진천군 이월면 수청길 153 미지산업(주),0435357361,종합 재활용업,재활용
1335,-,충청북도,진천군,(주)천지화학,충북 진천군 덕산면 화상리 135-7,043-537-8090,종합 재활용업,재활용
1336,-,충청남도,천안시,(주)이한산업,충남 천안시 동남구 성남면 성남로 417,041-553-2544,종합 재활용업,재활용
1337,-,충청남도,예산군,(주)제이에이치리테크,충남 예산군 대술면 대술로 699-1 (화산리),041-333-9415,중간 재활용업,재활용
1338,-,충청남도,금산군,사회복지법인 미래재단,충남 금산군 진산면 태고사로 150 (동일계전(주)),041-754-6301,중간 재활용업,재활용
1339,-,충청남도,공주시,사회복지법인 한국노인생활지원재단 재활용사업단,충남 공주시 탄천면 차돌배기길 72-8,041-881-0102,중간 재활용업,재활용
1340,-,충청남도,서산시,(주)이엠테크,충남 서산시 대산읍 독곶1로 36-21,041-667-5800,종합 재활용업,재활용
1341,-,충청남도,천안시,한양산업개발(주),충남 천안시 동남구 북면 양곡1길 73,041-553-3797,종합 재활용업,재활용
1342,-,충청남도,논산시,충청화학에너지(주),충남 논산시 가야곡면 동안로 1274-10 충청화학에너지(주),041-742-5182,종합 재활용업,재활용
1343,-,충청남도,당진시,코스람산업(주),충남 당진시 순성면 틀모시로 216 20,041-352-0780,종합 재활용업,재활용
1344,-,충청남도,금산군,대덕정유(주)복수사업소,"충남 금산군 복수면 다복로 537-34 (용진리, 대덕정유(주)복수사업소)",041-753-1301,종합 재활용업,재활용
1345,-,충청남도,서산시,서남환경에너지(주)대산공장,충남 서산시 대산읍 독곶2로 96-78 서남환경에너지(주)대산공장,041-665-9140,종합 재활용업,재활용
1346,-,충청남도,당진시,(주)알엔씨,충남 당진시 석문면 산단7로 62 (통정리 1455번지),041-430-8575,종합 재활용업,재활용
1347,-,충청남도,천안시,티알에스 주식회사,충남 천안시 동남구 성남면 용원1길 10,041-584-1222,종합 재활용업,재활용
1348,-,충청남도,아산시,에이스켐(주),충남 아산시 신창면 환경공원로 227,041-911-9211,종합 재활용업,재활용
1349,-,전라북도,군산시,(주)대림-군산,"전북 군산시 외항로 816 (소룡동,㈜대림)",063-468-5455,종합 재활용업,재활용
1350,-,전라북도,정읍시,효성케이디,전북 정읍시 태인면 태흥리 553-9,063-226-2222,종합 재활용업,재활용
1351,-,전라북도,군산시,(유)에코,전북 군산시 서수면 상장곤윗길 58 ((유)에코),063-451-0192,종합 재활용업,재활용
1352,-,전라북도,정읍시,에이블산업(주),전북 정읍시 2산단7길 40 (하북동),0637142141,종합 재활용업,재활용
1353,-,전라북도,정읍시,(주)금강-정읍,전북 정읍시 입암면 정읍남로 453 (주)금강,063-538-2131,종합 재활용업,재활용
1354,-,전라북도,김제시,(주)지티산업,전북 김제시 백산면 대동공단2길 34-50 (수록리 968),063-544-9114,종합 재활용업,재활용
1355,-,전라북도,정읍시,(주)서해페트로,전북 정읍시 북면 3산단3길 84 (㈜남산정유),063-536-5301,종합 재활용업,재활용
1356,-,전라북도,정읍시,(주)씨에스캠,전북 정읍시 입암면 정읍남로 391-3 (주)씨에스캠,063-531-5557,종합 재활용업,재활용
1357,-,전라북도,익산시,(주)유광드럼,"전북 익산시 석암로1길 149 (팔봉동,(주)유광드림)",063-838-0123,종합 재활용업,재활용
1358,-,전라북도,정읍시,(주)국제,전북 정읍시 북면 3산단3길 107 (태곡리),063-536-1501,종합 재활용업,재활용
1359,-,전라남도,영광군,지더블유아이(주),전남 영광군 영광읍 군서로 394,061-352-1666,종합 재활용업,재활용
1360,-,전라남도,여수시,(주)케미렉스,전남 여수시 율촌면 신풍리 774-5,061-685-9961,중간 재활용업,재활용
1361,-,전라남도,광양시,지엔티(주),전남 광양시 진월면 중산길 68,061-793-9608,중간 재활용업,재활용
1362,-,전라남도,여수시,해동이앤티(주),전남 여수시 여수산단1로 306 (화치동),061-685-1525,중간 재활용업,재활용
1363,-,전라남도,여수시,(주)삼우산업-여수,전남 여수시 소라면 대곡길 24-3 (복산리),061-692-1601,중간 재활용업,재활용
1364,-,전라남도,순천시,(주)대유홀딩스 순천지점,전남 순천시 서면 매천로 370 (주)대유홀딩스 순천지점,061-755-8600,종합 재활용업,재활용
1365,-,전라남도,순천시,(주)세일에너지,전남 순천시 별량면 녹색로 126 (세일에너지),061-742-3252,종합 재활용업,재활용
1366,-,전라남도,여수시,해동이앤티(주),전남 여수시 여수산단1로 306 (화치동),061-685-1525,최종 재활용업,재활용
1367,-,전라남도,순천시,(주)우리케미칼,전남 순천시 해룡면 율촌산단1로 19-62,061-725-5800,종합 재활용업,재활용
1368,-,전라남도,여수시,(주)이앤에프,전남 여수시 율촌면 율촌산단6로 74 (여동리),061-721-3003,종합 재활용업,재활용
1369,-,전라남도,여수시,재원산업(주),전남 여수시 낙포동 낙포단지길 79 재원산업(주),061-690-9272,종합 재활용업,재활용
1370,-,전라남도,영광군,(주)에스엠유화,전남 영광군 군서면 군서로 364-16,061-352-5211,종합 재활용업,재활용
1371,-,전라남도,여수시,이일산업(주),전남 여수시 삼동로 27-9 (주삼동),061-808-2161,종합 재활용업,재활용
1372,-,전라남도,순천시,(주)위드에프,전남 순천시 서면 순천로 781 (공장),0618110905,종합 재활용업,재활용
1373,-,전라남도,여수시,(주)케이아이엔티,전남 여수시 여수산단로 812 (중흥동),061-682-1457,종합 재활용업,재활용
1374,-,전라남도,담양군,(주)클린랜드,전남 담양군 무정면 옻재길 95-64 클린랜드,061-383-5182,중간 재활용업,재활용
1375,-,경상북도,경산시,한빛에너지(주),경북 경산시 자인면 한장군로 480 한빛에너지(주),053-854-4747,종합 재활용업,재활용
1376,-,경상북도,칠곡군,비젼테크놀러지 주식회사,경북 칠곡군 약목면 경호천동길 62-18 비젼테크놀러지(주),054-975-2034,종합 재활용업,재활용
1377,-,경상북도,칠곡군,보강산업,경북 칠곡군 가산면 학신로 94-15 학하리 808-1,054-971-4145,종합 재활용업,재활용
1378,-,경상북도,경산시,주식회사 건협,경북 경산시 진량읍 평사1길 104-34,053-857-0340,종합 재활용업,재활용
1379,-,경상북도,영천시,우석클린(주),경북 영천시 채신동 채신2공단길 79-18 (채신동),051-783-5182,종합 재활용업,재활용
1380,-,경상북도,성주군,벧엘산업,경북 성주군 초전면 주천로 308 (대산산업),0549333350,종합 재활용업,재활용
1381,-,경상북도,경산시,대건,경북 경산시 자인면 금박로 177 (115),053-857-5192,종합 재활용업,재활용
1382,-,경상북도,영천시,(주)세화정유,경북 영천시 금호읍 칠백로 746,054-331-7403,종합 재활용업,재활용
1383,-,경상북도,영천시,(주)뉴에코,경북 영천시 고경면 거곡로 227-26,054-336-3200,종합 재활용업,재활용
1384,-,경상북도,칠곡군,(주)세일정유,경북 칠곡군 약목면 교8길 113-20 (교리),054-975-3100,종합 재활용업,재활용
