연번,업체명,주소,대표전화,시설분류,취급가스물질,CAS번호,허가량,법정기준일,관할지사
3004,풀무원샘물(주),경기도 포천시 이동면 화동로1870번길 142-24,03180890508,냉동제조,암모니아,7664-41-7,15.81RT,20161115,경기북부지사
3005,동두천드림파워(주),경기도 동두천시 쇠목길 110 (광암동),03180823000,일반저장,암모니아,7664-41-7,52.155Ton,20140819,경기북부지사
3006,포천민자발전(주),경기도 포천시 신북면 청신로1526번길 19,03180896042,일반저장,암모니아,7664-41-7,34.926Ton,20160713,경기북부지사
3007,포천민자발전(주),경기도 포천시 신북면 청신로1526번길 19,03180896042,일반저장,암모니아,7664-41-7,34.926Ton,20160713,경기북부지사
3008,(주)오성선재,경기도 포천시 신북면 호국로2378번길 28,0315433697,특고사용,암모니아,7664-41-7,200㎏,20160613,경기북부지사
3009,파티친구,경기도 포천시 소흘읍 부흥로 323,0318668279,일반판매,사불화메탄,75-73-0,0,20160614,경기북부지사
3010,강원산업가스,"경기도 가평군 상면 율길리 295,295-4,295-6,295-8",024398585,일반판매,사불화메탄,75-73-0,0,20221215,경기북부지사
3011,샘가스코리아 유한회사,경기도 가평군 상면 조종로 1643,03111111111,일반판매,R600a,75-28-5,0,20221215,경기북부지사
3012,샘가스코리아 유한회사,경기도 가평군 상면 조종로 1643,03111111111,일반판매,사불화메탄,75-73-0,0,20221215,경기북부지사
3013,대성의료종합가스,경기도 가평군 청평면 남가로 1909,0315857871,일반판매,산화에틸렌,75-21-8,0,20100617,경기북부지사
3014,(주)천일가스,경상북도 포항시 남구 호동로 33,0542771001,일반충전,암모니아,7664-41-7,10Ton,19961128,경북동부지사
3015,(주)포스코,경상북도 포항시 남구 동해안로 6262,0542201630,일반저장,암모니아,7664-41-7,50.227Ton,20040218,경북동부지사
3016,(주)포스코,경상북도 포항시 남구 동해안로 6262,0542201630,일반저장,암모니아,7664-41-7,50.227Ton,20040218,경북동부지사
3017,(주)포스코,경상북도 포항시 남구 동해안로 6262,0542201630,일반저장,암모니아,7664-41-7,5.2Ton,20090218,경북동부지사
3018,(주)포스코,경상북도 포항시 남구 동해안로 6262,0542201630,일반저장,암모니아,7664-41-7,5.2Ton,20090218,경북동부지사
3019,(주)포스코,경상북도 포항시 남구 동해안로 6262,0542201630,일반저장,암모니아,7664-41-7,14.6Ton,20200806,경북동부지사
3020,(주)포스코,경상북도 포항시 남구 동해안로 6262,0542201630,일반저장,암모니아,7664-41-7,14.6Ton,20200806,경북동부지사
3021,(주)포스코,경상북도 포항시 남구 동해안로 6262,0542201630,일반저장,암모니아,7664-41-7,9.786Ton,20201028,경북동부지사
3022,(주)포스코,경상북도 포항시 남구 동해안로 6262,0542201630,일반저장,암모니아,7664-41-7,9.786Ton,20201028,경북동부지사
3023,정화식품주식회사(냉동지점),경상북도 포항시 북구 해동로 313,0542421065,냉동제조,암모니아,7664-41-7,99.7RT,19970319,경북동부지사
3024,포항제빙(주),경상북도 포항시 북구 해동로 291,0542472213,냉동제조,암모니아,7664-41-7,78.8RT,19961220,경북동부지사
3025,동성냉장,경상북도 포항시 남구 호미곶면 일출로707번길 56,0542849089,냉동제조,암모니아,7664-41-7,47RT,19961021,경북동부지사
3026,포항공과대학교,경상북도 포항시 남구 청암로 77,0542798644,특고사용,디실란,1590-87-0,110㎥,20070424,경북동부지사
3027,포항공과대학교,경상북도 포항시 남구 청암로 77,0542798644,특고사용,포스핀,7803-51-2,.17㎥,20070509,경북동부지사
3028,포항공과대학교,경상북도 포항시 남구 청암로 77,0542798644,특고사용,염소,7782-50-5,45.45㎏,20070509,경북동부지사
3029,포항공과대학교,경상북도 포항시 남구 청암로 77,0542798644,특고사용,암모니아,7664-41-7,22.7㎏,20070509,경북동부지사
3030,포항공과대학교,경상북도 포항시 남구 청암로 77,0542798644,특고사용,디보레인,19287-45-7,.14㎥,20070509,경북동부지사
3031,포항공과대학교,경상북도 포항시 남구 청암로 77,0542798644,특고사용,모노게르만,7782-65-2,.2㎏,20070509,경북동부지사
3032,포항공과대학교,경상북도 포항시 남구 청암로 77,0542798644,특고사용,모노실란,7803-62-5,2㎥,20080414,경북동부지사
3033,포항공과대학교,경상북도 포항시 남구 청암로 77,0542798644,특고사용,포스핀,7803-51-2,.4㎥,20080414,경북동부지사
3034,포항공과대학교,경상북도 포항시 남구 청암로 77,0542798644,특고사용,암모니아,7664-41-7,50㎏,20230324,경북동부지사
3035,(주)피엠씨바이오제닉스코리아,경상북도 경주시 유림로13번길 64,0547704560,일반제조,암모니아,7664-41-7,11.94Ton,19960310,경북동부지사
3036,(주)풍산 안강사업장,경상북도 경주시 안강읍 호국로 2606-10,0547606114,특고사용,암모니아,7664-41-7,100㎏,20190812,경북동부지사
3037,남양유업 주식회사 경주공장,경상북도 경주시 산업로 4443-7,0547765011,냉동제조,암모니아,7664-41-7,717RT,19971010,경북동부지사
3038,강구수산업협동조합,경상북도 영덕군 강구면 영덕대게로 68,0547329112,냉동제조,암모니아,7664-41-7,98.266RT,20231130,경북동부지사
3039,울릉군수산업협동조합,경상북도 울릉군 울릉읍 봉래1길 19-42,0547918012,냉동제조,암모니아,7664-41-7,244.3RT,20001001,경북동부지사
3040,울진후포수산업협동조합,경상북도 울진군 후포면 울진대게로 132,0547871339,냉동제조,암모니아,7664-41-7,206.76RT,19960329,경북동부지사
3041,삼양산업(주),경상북도 포항시 북구 흥해읍 동해대로 1887,0542620033,일반판매,암모니아,7664-41-7,0,19961011,경북동부지사
3042,포항수산업협동조합,경상북도 포항시 북구 청하면 해안로 2453,0542465567,냉동제조,암모니아,7664-41-7,53.22RT,19970218,경북동부지사
3043,(주)에어퍼스트,경상북도 포항시 남구 대송로101번길 35 (장흥동),0542853401,냉동제조,암모니아,7664-41-7,130RT,,경북동부지사
3044,울진죽변수산업협동조합,경상북도 울진군 죽변면 죽변항길 217,0547837485,냉동제조,암모니아,7664-41-7,264.74RT,19960818,경북동부지사
3045,울진죽변수산업협동조합,경상북도 울진군 죽변면 죽변항길 217,0547837485,냉동제조,암모니아,7664-41-7,86.6RT,20030818,경북동부지사
3046,(주)포스코,경상북도 포항시 남구 인덕로 50,0542204959,특고사용,암모니아,7664-41-7,100㎏,20161018,경북동부지사
3047,(주)포스코,경상북도 포항시 남구 인덕로 50,0542204959,특고사용,암모니아,7664-41-7,200㎏,20230602,경북동부지사
3048,(주)포스코,경상북도 포항시 남구 인덕로 50,0542204959,일반저장,황화수소,7783-06-4,1.615Ton,20241025,경북동부지사
3049,(재)포항산업과학연구원,경상북도 포항시 남구 지곡로127번길 65,0542796280,특고사용,염소,7782-50-5,235㎏,20170323,경북동부지사
3050,(재)포항산업과학연구원,경상북도 포항시 남구 지곡로127번길 65,0542796280,특고사용,실란+디실란,1590-87-0,14.194㎥,20200406,경북동부지사
3051,(재)포항산업과학연구원,경상북도 포항시 남구 지곡로127번길 65,0542796280,특고사용,일산화탄소,630-08-0,56.4㎥,20260206,경북동부지사
3052,영덕북부수산업협동조합,경상북도 영덕군 축산면 축산항길 85-7,0557325001,냉동제조,암모니아,7664-41-7,199.3RT,20050202,경북동부지사
3053,구룡포수산업협동조합,경상북도 포항시 남구 구룡포읍 호미로 180-92,0542765535,냉동제조,암모니아,7664-41-7,186.2RT,20060929,경북동부지사
3054,경주시수산업협동조합,경상북도 경주시 감포읍 감포항구길 61,0547759855,냉동제조,암모니아,7664-41-7,179.27RT,20060926,경북동부지사
3055,흥국제선(주)포항공장,경상북도 포항시 남구 장흥로39번길 70,0542851350,특고사용,암모니아,7664-41-7,200㎏,20071107,경북동부지사
3056,(주)가스원,경상북도 경주시 외동읍 내외로 390-21,0547777812,일반판매,암모니아,7664-41-7,0,20130820,경북동부지사
3057,동해가스산업(주),경상북도 포항시 북구 청하면 동해대로 2083,0542543399,일반판매,암모니아,7664-41-7,0,20100716,경북동부지사
3058,가스쏠루나(주),경상북도 포항시 남구 연일로 342-7,0542938686,일반판매,암모니아,7664-41-7,0,20090204,경북동부지사
3059,(재)포항산업과학연구원,경상북도 포항시 남구 청암로 67,0542796278,특고사용,암모니아,7664-41-7,113㎏,20241119,경북동부지사
3060,서한엔티엔베어링(주),경상북도 경주시 건천읍 용명공단길 173-49,0547508000,특고사용,암모니아,7664-41-7,400㎏,20230407,경북동부지사
3061,서한엔티엔베어링(주),경상북도 경주시 건천읍 용명공단길 173-49,0547508000,일반저장,암모니아,7664-41-7,4.908Ton,20251114,경북동부지사
3062,이비덴그라파이트코리아(주),경상북도 포항시 북구 흥해읍 영일만산단남로75번길 41,0542713051,일반저장,염소,7782-50-5,.117Ton,20190920,경북동부지사
3063,(주)동보경주천북공장,경상북도 경주시 천북면 천북산단로 261,0547052551,특고사용,암모니아,7664-41-7,500㎏,20151118,경북동부지사
3064,비엘가스텍,경상북도 경주시 양남면 망정길 11-72,0547444501,일반판매,암모니아,7664-41-7,0,20100311,경북동부지사
3065,포항수산업협동조합,경상북도 포항시 남구 희망대로 1310,0542470856,냉동제조,암모니아,7664-41-7,189.6RT,20171030,경북동부지사
3066,(주)K-TECH,경상북도 경주시 안강읍 두류길 89-22,0547626037,특고사용,염소,7782-50-5,117.5㎏,20170310,경북동부지사
3067,(주)가소,경상북도 포항시 북구 청하면 동해대로 2083,07047545524,일반판매,황화수소,7783-06-4,0,20180313,경북동부지사
3068,(주)가소,경상북도 포항시 북구 청하면 동해대로 2083,07047545524,일반판매,포스핀,7803-51-2,0,20180313,경북동부지사
3069,(주)가소,경상북도 포항시 북구 청하면 동해대로 2083,07047545524,일반판매,디보레인,19287-45-7,0,20180313,경북동부지사
3070,(주)가소,경상북도 포항시 북구 청하면 동해대로 2083,07047545524,일반판매,염화수소,7647-01-0,0,20180313,경북동부지사
3071,(주)지피케이,경상북도 경주시 건천읍 하늘마루길 18-10,0547534500,일반충전,R600a,75-28-5,2.16Ton,20200806,경북동부지사
3072,(주)디와이열처리,경상북도 경주시 강동면 강동산단로 60,0547625124,특고사용,암모니아,7664-41-7,110㎏,20200206,경북동부지사
3073,(재)포항테크노파크,경상북도 포항시 남구 지곡로 394,0542232268,특고사용,CO,630-08-0,14㎥,20221102,경북동부지사
3074,에너지머티리얼즈(주),경상북도 포항시 북구 흥해읍 영일만산단로234번길 90,0547278583,특고사용,암모니아,7664-41-7,50㎏,20240508,경북동부지사
3075,포스코홀딩스(주),경상북도 포항시 남구 지곡로127번길 65,0542226791,특고사용,암모니아,7664-41-7,338.76㎏,20210610,경북동부지사
3076,(주)클린코리아 안강공장,경상북도 경주시 안강읍 두류길 162,0547627672,특고사용,암모니아,7664-41-7,452㎏,20240531,경북동부지사
3077,(주)클린코리아 안강공장,경상북도 경주시 안강읍 두류길 162,0547627672,특고사용,암모니아,7664-41-7,113㎏,20240531,경북동부지사
3078,한국해양과학기술원,경상북도 울진군 죽변면 해양과학길 48,,특고사용,암모니아,7664-41-7,5.4㎏,20241219,경북동부지사
3079,에이치디현대오일뱅크(주),충청남도 서산시 대산읍 평신2로 182,0416605048,일반저장,NH3+Air,7664-41-7,180㎥,20210518,충남본부
3080,에이치디현대오일뱅크(주),충청남도 서산시 대산읍 평신2로 182,0416605048,특정제조,벤젠,71-43-2,232Ton/day,19980116,충남본부
3081,엠이엠씨코리아(주),충청남도 천안시 서북구 성거읍 망향로 854(엠이엠씨코리아),0415504070,특고사용,암모니아,7664-41-7,50.54㎏,20110113,충남본부
3082,엠이엠씨코리아(주),충청남도 천안시 서북구 성거읍 망향로 854(엠이엠씨코리아),0415504070,일반저장,B2H6/H2,19287-45-7,14㎥,20130123,충남본부
3083,엠이엠씨코리아(주),충청남도 천안시 서북구 성거읍 망향로 854(엠이엠씨코리아),0415504070,특고사용,모노실란,7803-62-5,7㎥,20130109,충남본부
3084,엠이엠씨코리아(주),충청남도 천안시 서북구 성거읍 망향로 854(엠이엠씨코리아),0415504070,특고사용,포스핀,7803-51-2,7㎥,20130109,충남본부
3085,엠이엠씨코리아(주),충청남도 천안시 서북구 성거읍 망향로 854(엠이엠씨코리아),0415504070,일반저장,SiH4,7803-62-5,14.194㎥,20210806,충남본부
3086,(주)피케이엘,충청남도 천안시 서북구 2공단3로 15,0415290330,특고사용,염소,7782-50-5,176.25㎏,20231207,충남본부
3087,(주)피케이엘,충청남도 천안시 서북구 2공단3로 15,0415290330,특고사용,염소,7782-50-5,58.75㎏,20231207,충남본부
3088,태광냉동(주) 본점,충청남도 태안군 태안읍 서해로 2014 태광냉동,0416752333,냉동제조,암모니아,7664-41-7,62.01RT,19970405,충남본부
3089,(주)마니커 천안지점,충청남도 천안시 동남구 동면 화복로 551,0415696000,냉동제조,암모니아,7664-41-7,461.56RT,20120914,충남본부
3090,동양냉동,충청남도 홍성군 구항면 충서로 869,0416322533,냉동제조,암모니아,7664-41-7,56.85RT,19990519,충남본부
3091,농업회사법인(주) 진센,충청남도 서산시 고북면 내포로 2236-37,0416637222,냉동제조,암모니아,7664-41-7,200.42RT,19960729,충남본부
3092,삼보냉동,충청남도 당진시 송악읍 대섬길 4-45 삼보냉동,0413566677,냉동제조,암모니아,7664-41-7,48.38RT,19970625,충남본부
3093,농업회사법인 (주)신우에프에스,충청남도 서산시 고북면 고북1로 343-22,0416637250,냉동제조,암모니아,7664-41-7,757.95RT,20170814,충남본부
3094,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반판매,암모니아,7664-41-7,0,19990329,충남본부
3095,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반판매,아황산가스,7446-09-5,0,19990329,충남본부
3096,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반판매,염소,7782-50-5,0,19990329,충남본부
3097,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반판매,일산화탄소,630-08-0,0,19990329,충남본부
3098,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반판매,염화수소,7647-01-0,0,19990329,충남본부
3099,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반판매,황화수소,7783-06-4,0,19990329,충남본부
3100,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,냉동제조,암모니아,7664-41-7,358RT,,충남본부
3101,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,냉동제조,암모니아,7664-41-7,153RT,,충남본부
3102,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반충전,일산화질소,10102-43-9,6.956㎥,20150824,충남본부
3103,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반충전,염화수소,7647-01-0,28.14㎏,20150824,충남본부
3104,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반충전,황화수소,7783-06-4,31.97㎏,20150824,충남본부
3105,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반충전,일산화탄소,630-08-0,6.956㎥,20150824,충남본부
3106,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반충전,아황산가스,7446-09-5,118.98㎏,20150824,충남본부
3107,어프로티움 주식회사,충청남도 서산시 대산읍 독곶1로 41,0416813544,일반충전,암모니아,7664-41-7,25.27㎏,20150824,충남본부
3108,대덕가스(주),충청남도 천안시 서북구 직산읍 직산로 186 대덕가스공업,0415831156,일반판매,GeF4,7783-58-6,0,20070706,충남본부
3109,가스켐테크놀로지(주),충청남도 천안시 서북구 성환읍 와룡길 350,0415817411,일반판매,C2H4O+CO2,75-21-8,100,19940731,충남본부
3110,태경케미컬(주),충청남도 서산시 대산읍 독곶2로 96-43 사무실,0416813191,냉동제조,암모니아,7664-41-7,736RT,19971113,충남본부
3111,그린케미칼(주),충청남도 서산시 대산읍 독곶2로 103,0416615000,특정제조,산화에틸렌,75-21-8,48Ton,19960813,충남본부
3112,그린케미칼(주),충청남도 서산시 대산읍 독곶2로 103,0416615000,특정제조,암모니아,7664-41-7,52.8Ton,19960813,충남본부
3113,그린케미칼(주),충청남도 서산시 대산읍 독곶2로 103,0416615000,특정제조,암모니아,7664-41-7,10.2Ton/day,19960813,충남본부
3114,그린케미칼(주),충청남도 서산시 대산읍 독곶2로 103,0416615000,특정제조,산화에틸렌,75-21-8,48Ton,19960813,충남본부
3115,그린케미칼(주),충청남도 서산시 대산읍 독곶2로 103,0416615000,특정제조,산화에틸렌,75-21-8,48Ton,19960813,충남본부
3116,그린케미칼(주),충청남도 서산시 대산읍 독곶2로 103,0416615000,특정제조,산화에틸렌,75-21-8,76.8Ton/day,20120713,충남본부
3117,그린케미칼(주),충청남도 서산시 대산읍 독곶2로 103,0416615000,냉동제조,암모니아,7664-41-7,618.92RT,20150511,충남본부
3118,대일수산,충청남도 태안군 근흥면 안흥1길 77,0416741780,냉동제조,암모니아,7664-41-7,28.2RT,19980405,충남본부
3119,대일수산,충청남도 태안군 근흥면 안흥1길 77,0416741780,냉동제조,암모니아,7664-41-7,98.62RT,19980405,충남본부
3120,사조산업(주),충청남도 천안시 서북구 직산읍 성진로 378,0415810011,냉동제조,암모니아,7664-41-7,307RT,19960406,충남본부
3121,수협중앙회천안물류센터,충청남도 천안시 동남구 병천면 봉항로 133,0415640036,냉동제조,암모니아,7664-41-7,181RT,19960310,충남본부
3122,한국자동차연구원,충청남도 천안시 동남구 풍세면 풍세로 303,0415593026,특고사용,암모니아,7664-41-7,112㎏,20230726,충남본부
3123,한국자동차연구원,충청남도 천안시 동남구 풍세면 풍세로 303,0415593026,특고사용,암모니아,7664-41-7,50㎏,20240726,충남본부
3124,당진산업가스(주),충청남도 당진시 송악읍 송악로 418 당진산소충전소,0413575544,일반판매,암모니아,7664-41-7,0,19970902,충남본부
3125,한국동서발전(주) 당진화력본부,충청남도 당진시 석문면 교로길 30,07050002618,일반저장,암모니아,7664-41-7,58.53Ton,20050116,충남본부
3126,한국동서발전(주) 당진화력본부,충청남도 당진시 석문면 교로길 30,07050002618,일반저장,암모니아,7664-41-7,58.53Ton,20050116,충남본부
3127,한국동서발전(주) 당진화력본부,충청남도 당진시 석문면 교로길 30,07050002618,일반저장,암모니아,7664-41-7,58.53Ton,20050116,충남본부
3128,한국동서발전(주) 당진화력본부,충청남도 당진시 석문면 교로길 30,07050002618,일반저장,암모니아,7664-41-7,98.41Ton,20060116,충남본부
3129,한국동서발전(주) 당진화력본부,충청남도 당진시 석문면 교로길 30,07050002618,일반저장,암모니아,7664-41-7,98.41Ton,20060116,충남본부
3130,상미식품(주),충청남도 천안시 동남구 수신면 수신로 503,0415521072,냉동제조,암모니아,7664-41-7,292.52RT,19960819,충남본부
3131,상미식품(주),충청남도 천안시 동남구 수신면 수신로 503,0415521072,냉동제조,암모니아,7664-41-7,215.45RT,20131219,충남본부
3132,현대제철(주) 당진공장,충청남도 당진시 송악읍 북부산업로 1480,0416801821,일반저장,암모니아,7664-41-7,71.1Ton,20091123,충남본부
3133,현대제철(주) 당진공장,충청남도 당진시 송악읍 북부산업로 1480,0416801821,일반저장,암모니아,7664-41-7,71.1Ton,20091123,충남본부
3134,현대제철(주) 당진공장,충청남도 당진시 송악읍 북부산업로 1480,0416801821,일반저장,암모니아,7664-41-7,.107Ton,20170202,충남본부
3135,현대제철(주) 당진공장,충청남도 당진시 송악읍 북부산업로 1480,0416801821,일반저장,암모니아,7664-41-7,18.694Ton,20240524,충남본부
3136,현대제철(주) 당진공장,충청남도 당진시 송악읍 북부산업로 1480,0416801821,일반저장,암모니아,7664-41-7,18.694Ton,20240524,충남본부
3137,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,58.5Ton,20251001,충남본부
3138,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,58.5Ton,20251001,충남본부
3139,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,58.5Ton,20251001,충남본부
3140,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,106Ton,20250926,충남본부
3141,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,106Ton,20250926,충남본부
3142,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,114.313Ton,20160818,충남본부
3143,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,114.313Ton,20160818,충남본부
3144,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,114.313Ton,20160818,충남본부
3145,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,23.94Ton,20180818,충남본부
3146,한국서부발전(주)태안발전본부,충청남도 태안군 원북면 발전로 457 건설본부,07050073005,일반저장,암모니아,7664-41-7,23.94Ton,20180818,충남본부
3147,롯데웰푸드(주),충청남도 천안시 서북구 2공단4로 19,0416201893,냉동제조,암모니아,7664-41-7,1254.83RT,20050118,충남본부
3148,롯데웰푸드(주),충청남도 천안시 서북구 2공단4로 19,0416201893,냉동제조,암모니아,7664-41-7,2144.03RT,20050118,충남본부
3149,롯데웰푸드(주),충청남도 천안시 서북구 2공단4로 19,0416201893,냉동제조,암모니아,7664-41-7,265.8RT,20050118,충남본부
3150,롯데웰푸드(주),충청남도 천안시 서북구 2공단4로 19,0416201893,냉동제조,암모니아,7664-41-7,116.1RT,20050118,충남본부
3151,(주)삼양수산,충청남도 서산시 수석산업로 64 (수석동),0416645911,냉동제조,암모니아,7664-41-7,137.4RT,19980731,충남본부
3152,(주)삼양수산,충청남도 서산시 수석산업로 64 (수석동),0416645911,냉동제조,암모니아,7664-41-7,119.8RT,20200511,충남본부
3153,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,특정제조,벤젠,71-43-2,586.95Ton/day,19961130,충남본부
3154,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,특정제조,산화에틸렌,75-21-8,124.48Ton,19961130,충남본부
3155,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,특정제조,산화에틸렌,75-21-8,240Ton/day,19961130,충남본부
3156,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,냉동제조,암모니아,7664-41-7,504.7RT,20131129,충남본부
3157,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,냉동제조,암모니아,7664-41-7,504.7RT,20131129,충남본부
3158,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,냉동제조,암모니아,7664-41-7,723.4RT,19960705,충남본부
3159,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,냉동제조,암모니아,7664-41-7,2893.12RT,19960705,충남본부
3160,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,냉동제조,암모니아,7664-41-7,77.4RT,20211102,충남본부
3161,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,냉동제조,암모니아,7664-41-7,73.8RT,20211102,충남본부
3162,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,냉동제조,암모니아,7664-41-7,2630.79RT,20080814,충남본부
3163,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,특정제조,벤젠,71-43-2,2443Ton/day,20121213,충남본부
3164,(주)엘지화학,충청남도 서산시 대산읍 독곶1로 54,0416612047,특고사용,암모니아,7664-41-7,277㎏,20210518,충남본부
3165,한국기술교육대학교,충청남도 천안시 동남구 병천면 가전리 307(한국기술교육대학교),0415602561,특고사용,암모니아,7664-41-7,25.27㎏,20210323,충남본부
3166,한국기술교육대학교,충청남도 천안시 동남구 병천면 가전리 307(한국기술교육대학교),0415602561,특고사용,모노실란,7803-62-5,14.19㎥,20210323,충남본부
3167,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,특정제조,벤젠,71-43-2,984.3Ton/day,19961123,충남본부
3168,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,특정제조,벤젠,71-43-2,2396.4Ton/day,19961123,충남본부
3169,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,특정제조,산화에틸렌,75-21-8,160.1Ton,19961123,충남본부
3170,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,특정제조,산화에틸렌,75-21-8,160.1Ton,19961123,충남본부
3171,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,특정제조,산화에틸렌,75-21-8,408Ton/day,19961123,충남본부
3172,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,냉동제조,암모니아,7664-41-7,505RT,19910624,충남본부
3173,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,냉동제조,암모니아,7664-41-7,288RT,19910624,충남본부
3174,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,냉동제조,암모니아,7664-41-7,72.9RT,20171212,충남본부
3175,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,특정제조,벤젠,71-43-2,1693.1Ton/day,20140521,충남본부
3176,한화토탈에너지스주식회사,충청남도 서산시 대산읍 독곶2로 103,0416606382,냉동제조,암모니아,7664-41-7,179.34RT,20140117,충남본부
3177,선도화학(주),충청남도 서산시 대산읍 죽엽로 363,0416636465,냉동제조,암모니아,7664-41-7,299.9RT,19980327,충남본부
3178,선도화학(주),충청남도 서산시 대산읍 죽엽로 363,0416636465,냉동제조,암모니아,7664-41-7,299.9RT,19980327,충남본부
3179,선도화학(주),충청남도 서산시 대산읍 죽엽로 363,0416636465,냉동제조,암모니아,7664-41-7,483.18RT,19980327,충남본부
3180,선도화학(주),충청남도 서산시 대산읍 죽엽로 363,0416636465,냉동제조,암모니아,7664-41-7,142RT,19980327,충남본부
3181,선도화학(주),충청남도 서산시 대산읍 죽엽로 363,0416636465,냉동제조,암모니아,7664-41-7,299.9RT,19980327,충남본부
3182,선도화학(주),충청남도 서산시 대산읍 죽엽로 363,0416636465,냉동제조,암모니아,7664-41-7,480RT,19980327,충남본부
3183,에어리퀴드코리아(주),충청남도 천안시 서북구 3공단1로 88,0416210102,일반충전,일산화탄소,630-08-0,14㎥,20071012,충남본부
3184,에어리퀴드코리아(주),충청남도 천안시 서북구 3공단1로 88,0416210102,일반판매,육불화텅스텐,7783-82-6,0,20031012,충남본부
3185,에어리퀴드코리아(주),충청남도 천안시 서북구 3공단1로 88,0416210102,일반판매,일산화탄소,630-08-0,0,20031012,충남본부
3186,에어리퀴드코리아(주),충청남도 천안시 서북구 3공단1로 88,0416210102,일반판매,불소,7782-41-4,0,20031012,충남본부
3187,에어리퀴드코리아(주),충청남도 천안시 서북구 3공단1로 88,0416210102,일반판매,암모니아,7664-41-7,,20031012,충남본부
3188,에어리퀴드코리아(주),충청남도 천안시 서북구 3공단1로 88,0416210102,일반충전,일산화탄소,630-08-0,6.96㎥,20071012,충남본부
3189,에어리퀴드코리아(주),충청남도 천안시 서북구 3공단1로 88,0416210102,일반충전,일산화탄소,630-08-0,6.956㎥,20150127,충남본부
3190,한국생산기술연구원,충청남도 천안시 서북구 입장면 양대기로길 89 (안전보건팀),0415898194,특고사용,암모니아,7664-41-7,345.156㎏,20230315,충남본부
3191,유성기업(주),충청남도 아산시 둔포면 아산밸리동로 22,0415395008,일반저장,암모니아,7664-41-7,8.044Ton,20010116,충남본부
