연번,관할청센터,업종,업체명,주소,대표전화,대상폐기물,보유장비,대수
566,울산센터,지정폐기물 수집운반업체,㈜동남정유 제2공장,"경상남도 양산시 산막공단남6길 63 (호계동, 시동)",055-335-3521,액상,,
567,울산센터,지정폐기물 수집운반업체,㈜한국환경정유산업,경상남도 양산시 산막공단남14길 16 (호계동),055-385-4171,"액상, 고상",,
568,울산센터,지정폐기물 수집운반업체,㈜혁진,경상남도 양산시 산막공단북5길 23 (산막동),055-385-6578,"(액상/고상) (폐산, 폐알칼리, 폐유, 폐유기용제, 폐페인트)",,
569,울산센터,지정폐기물 수집운반업체,㈜카원,경상남도 양산시 상북면 공원로 403-19,055-381-0703,액상,,
570,울산센터,지정폐기물 수집운반업체,㈜도원산업,경상남도 양산시 어실로 482-1,055-387-0026,"액상, 고상",,
571,울산센터,지정폐기물 수집운반업체,주식회사 동남정유,경상남도 양산시 산막공단남6길 63,055-335-3521,"액상, 고상",,
572,울산센터,지정폐기물 수집운반업체,㈜엔이텍크,경상남도 양산시 물금읍 새실로159 E동 108-1(나래메트로시티),051-362-1102,액상,,
573,울산센터,지정폐기물 수집운반업체,㈜동방금속,경상남도 양산시 상북면 소토2길 28(258-7),055-374-5501,액상,,
574,울산센터,지정폐기물 수집운반업체,㈜동우에코,경상남도 양산시 하북면 삼덕로 25,055-374-0007,고상,,
575,울산센터,지정폐기물 수집운반업체,철당㈜,경상남도 양산시 산막동 314-5,055-362-1704,액상,,
576,울산센터,지정폐기물 수집운반업체,득원산업,경상남도 양산시 산막공단남11길 65-9,055-325-0122,"액상, 고상",,
577,울산센터,지정폐기물 수집운반업체,제일씨엔오,경상남도 양산시 상북면 신대석길 7(1343-3),055-363-3212,액상,,
578,울산센터,지정폐기물 수집운반업체,㈜광동산업,경상남도 양산시 상북면 율리길 47-22,055-375-5552,고상,,
579,울산센터,지정폐기물 수집운반업체,㈜엔엘티에스,경상남도 양산시 산막공단북4길 30(산막동),055-387-5235,액상,,
580,울산센터,지정폐기물 수집운반업체,주식회사 여주,경상남도 양산시 산막공단남11길 23-16,070-4896-5795,"액상(폐유, 폐유기용제)",,
581,울산센터,지정폐기물 수집운반업체,㈜이지에너지,"경상남도 양산시 소노길 73-1, 2층",055-381-5460,"액상(폐유, 폐유기용제, 폐페인트)",,
582,울산센터,지정폐기물 수집운반업체,㈜한솔씨엔티,"경상남도 양산시 어실로 370, 2동 1층",070-8648-0902,"액상(폐유기용제, 폐유)",,
583,울산센터,지정폐기물 중간처분,㈜협진알씨,경남 양산시 산막공단남11길 65-9(북정동),055-362-0011,"폐산(액상), 폐알칼리(액상)",,
584,울산센터,지정폐기물 중간처분,㈜대원씨앤티,경남 양산시 산막공단남4길 31,055-785-2002,"폐산, 폐알칼리",,
585,울산센터,지정폐기물 중간처분,NC양산㈜,경남 양산시 산막공단북5길 29 (산막동),055-367-1515,"폐유(액상, 고상), 기타폐유기용제, 폐합성고분자화합물(폐합성수지, 폐합성고무)",,
586,울산센터,지정폐기물 재활용,그린케미칼㈜\[구.태영케미컬㈜\],경상남도 양산시 유산공단 8길 73,055-362-7661,"폐산(폐염산,폐황산)",,
587,울산센터,지정폐기물 재활용,㈜안평양산지점 \[구.㈜금성화학\],경남 양산시 산막공단북5길 81 (산막동 310-5),055-384-8126,"폐산(폐염산, 폐황산)",,
588,울산센터,지정폐기물 재활용,유국산업㈜,경남 양산시 어곡공단4길 17-21,055-372-4800,"폐드럼류(폐유, 폐유기용제, 폐페인트, 폐산, 폐유독물, 폐합성고분자화합물)",,
589,울산센터,지정폐기물 재활용,㈜씨엠아이,경남 양산시 교동 53-2,055-387-0066,"폐산(폐염산, 그 밖의 폐산)",,
590,울산센터,지정폐기물 재활용,㈜혁진,"경남 양산시 산막공단북5길 23, 28",055-385-6578,폐유(정제연료유로 재생가능한 액상폐유),,
591,울산센터,지정폐기물 재활용,㈜경남로지스\[구.㈜경남환경\],경남 양산시 산막공단로 56,055-387-2277,폐광재(납함유),,
592,울산센터,지정폐기물 재활용,현대드럼,경남 양산시 소주공단로 61,055-388-7100,폐드럼류(지정폐기물에 한함),,
593,울산센터,지정폐기물 재활용,태광케미칼㈜,경남 양산시 산막공단북4길 30,055-387-5234,"폐알칼리, 그 밖의 폐유기용제, 폐페인트 및 폐락카, 폐유(액상)",,
594,울산센터,지정폐기물 재활용,"㈜동림산업 \[구, 동림산업\]",경남 양산시 호계동 858-17,055-386-8501,폐드럼류(지정폐기물에 한함),,
595,울산센터,지정폐기물 재활용,오픈기업,경남 양산시 산막공단남12길 46,055-387-0245,폐드럼(지정폐기물에 한함),,
596,울산센터,지정폐기물 재활용,대진기업사,경남 양산시 유산공단10길 66,055-385-4092,"\[폐유, 폐유기용제, 폐페인트 및 폐락카\](용기)",,
597,울산센터,지정폐기물 재활용,철당㈜,경남 양산시 산막공단북2길 22,055-362-1704,"\[폐유, 폐페인트 및 폐락카, 폐유기용제, 폐산, 폐알칼리, 폐유독물질, 폐농약\](폐드럼, 폐플라스틱용기)",,
598,울산센터,지정폐기물 재활용,㈜협진알씨,경상남도 양산시 산막공단남11길 65-9(북정동),055-362-0011,"\[폐염산,폐황산, 폐질산, 폐불산, LCD·반도체공정의폐산, 그밖의폐산, 폐가성소다수, 폐암모니아수, 그밖의폐알칼리\](합성수지용기류)",,
599,울산센터,공공폐수처리시설,양산공공폐수처리시설,경상남도 양산시 충렬로 111(교동),055-392-3572,,,
600,울산센터,공공폐수처리시설,어곡공공폐수처리시설,경상남도 양산시 어곡로 50,055-392-3572,,,
601,울산센터,중장비 업체,우림토건,경상남도 양산시 물금읍 목화4길 8-19,055-382-0600,,,
602,울산센터,중장비 업체,삼오토건,"경상남도 양산시 물금읍 청운로 354, 401호",055-384-3533,,,
603,울산센터,중장비 업체,양산종합건기,경상남도 양산시 어실로 152,055-381-4422,,,
604,울산센터,중장비 업체,양산토건㈜,경상남도 양산시 물금읍 황산로 737,055-365-0606,,,
605,익산센터,폐기물 수집·운반업체,(유)제이와이산업,전북특별자치도 익산시 덕기1길 116 (덕기동),,폐합성수지류(배출시설계) 등,암롤트럭,14대
606,익산센터,폐기물 수집·운반업체,(유)제이와이산업,전북특별자치도 익산시 덕기1길 116 (덕기동),,폐합성수지류(배출시설계) 등,밀폐식차량,9대
607,익산센터,폐기물 수집·운반업체,(유)정열환경자원,전북특별자치도 익산시 목천로2길 55 (인화동1가),,사업장배출시설계,암롤트럭,1대
608,익산센터,폐기물 수집·운반업체,(유)정열환경자원,전북특별자치도 익산시 목천로2길 55 (인화동1가),,사업장배출시설계,밀폐식차량,1대
609,익산센터,폐기물 수집·운반업체,(유)청진환경,전북특별자치도 익산시 배산로 44 (송학동),,사업장배출시설계,암롤트럭,2대
610,익산센터,폐기물 수집·운반업체,햇빛자원,전북특별자치도 익산시 석교1길 1 (은기동),,사업장배출시설계,밀폐식차량,2대
611,익산센터,폐기물 수집·운반업체,(유)세기환경,전북특별자치도 익산시 석암로 202 (석암동),,사업장배출시설계,암롤트럭,3대
612,익산센터,폐기물 수집·운반업체,(유)세기환경,전북특별자치도 익산시 석암로 202 (석암동),,사업장배출시설계,밀폐식차량,2대
613,익산센터,폐기물 수집·운반업체,한국자원,전북특별자치도 익산시 석암로11길 12 (석암동),,사업장배출시설계,밀폐식차량,3대
614,익산센터,폐기물 수집·운반업체,한국자원,전북특별자치도 익산시 석암로11길 12 (석암동),,사업장배출시설계,카고트럭,1대
615,익산센터,폐기물 수집·운반업체,대신산업,전북특별자치도 익산시 석암로11길 248(팔봉동),,폐합성고분자화합물 등,밀폐식차량,3대
616,익산센터,폐기물 수집·운반업체,(주)이리위생공사,전북특별자치도 익산시 석암로11길 294 (팔봉동),,사업장배출시설계,암롤트럭,1대
617,익산센터,폐기물 수집·운반업체,(주)이리위생공사,전북특별자치도 익산시 석암로11길 294 (팔봉동),,사업장배출시설계,카고트럭,2대
618,익산센터,폐기물 수집·운반업체,(유)아톤산업,"전북특별자치도 익산시 석암로13길 25 (석암동, M)",,사업장배출시설계,암롤트럭,2대
619,익산센터,폐기물 수집·운반업체,(유)아톤산업,"전북특별자치도 익산시 석암로13길 25 (석암동, M)",,사업장배출시설계,밀폐식차량,10대
620,익산센터,폐기물 수집·운반업체,자연환경,전북특별자치도 익산시 쌍능길 118-13 (덕기동),,사업장배출시설계,카고트럭,1대
621,익산센터,폐기물 수집·운반업체,자연환경,전북특별자치도 익산시 쌍능길 118-13 (덕기동),,사업장배출시설계,암롤트럭,1대
622,익산센터,폐기물 수집·운반업체,자연환경,전북특별자치도 익산시 쌍능길 118-13 (덕기동),,사업장배출시설계,카고트럭,1대
623,익산센터,폐기물 수집·운반업체,자연환경,전북특별자치도 익산시 쌍능길 118-13 (덕기동),,사업장배출시설계,암롤트럭,1대
624,익산센터,폐기물 수집·운반업체,자연환경,전북특별자치도 익산시 쌍능길 118-13 (덕기동),,사업장배출시설계,밀폐식차량,1대
625,익산센터,폐기물 수집·운반업체,(유)창대환경,"전북특별자치도 익산시 약촌로 174, 1동 607호 (영등동)",,사업장배출시설계,암롤트럭,7대
626,익산센터,폐기물 수집·운반업체,(유)창대환경,"전북특별자치도 익산시 약촌로 174, 1동 607호 (영등동)",,사업장배출시설계,카고트럭,1대
627,익산센터,폐기물 수집·운반업체,(유)창대환경,"전북특별자치도 익산시 약촌로 174, 1동 607호 (영등동)",,사업장배출시설계,밀폐식차량,2대
628,익산센터,폐기물 수집·운반업체,온누리환경,"전북특별자치도 익산시 오산면 선화2로 1-28, 4-1호",,폐합성수지류(사업장배출시설계) 등,암롤트럭,1대
629,익산센터,폐기물 수집·운반업체,온누리환경,"전북특별자치도 익산시 오산면 선화2로 1-28, 4-1호",,폐합성수지류(사업장배출시설계) 등,밀폐식차량,3대
630,익산센터,폐기물 수집·운반업체,크린테크(주),전북특별자치도 익산시 왕궁면 쌍제1길 65,,사업장배출시설계,암롤트럭,1대
631,익산센터,폐기물 수집·운반업체,크린테크(주),전북특별자치도 익산시 왕궁면 쌍제1길 65,,사업장배출시설계,밀폐식차량,2대
632,익산센터,폐기물 수집·운반업체,(유)해머,전북특별자치도 익산시 왕궁면 우주로 75,,사업장배출시설계,암롤트럭,1대
633,익산센터,폐기물 수집·운반업체,(유)해머,전북특별자치도 익산시 왕궁면 우주로 75,,사업장배출시설계,밀폐식차량,1대
634,익산센터,폐기물 수집·운반업체,유한회사 디에스알,전북특별자치도 익산시 왕궁면 흥암길 181-19,,폐합성수지류(사업장배출시설계) 등,암롤트럭,2대
635,익산센터,폐기물 수집·운반업체,유한회사 디에스알,전북특별자치도 익산시 왕궁면 흥암길 181-19,,폐합성수지류(사업장배출시설계) 등,밀폐식차량,1대
636,익산센터,폐기물 수집·운반업체,(주)한결그린,전북특별자치도 익산시 웅포면 칠목재로 316,,사업장배출시설계,암롤트럭,4대
637,익산센터,폐기물 수집·운반업체,(주)이엠케이승경,전북특별자치도 익산시 춘포면 궁성로 188-14,,사업장배출시설계,암롤트럭,1대
638,익산센터,폐기물 수집·운반업체,(주)이엠케이승경,전북특별자치도 익산시 춘포면 궁성로 188-14,,사업장배출시설계,카고트럭,1대
639,익산센터,폐기물 수집·운반업체,이공산업,전북특별자치도 익산시 춘포면 궁성로 429,,사업장배출시설계,카고트럭,1대
640,익산센터,폐기물 수집·운반업체,이공산업,전북특별자치도 익산시 춘포면 궁성로 429,,사업장배출시설계,밀폐식차량,1대
641,익산센터,폐기물 수집·운반업체,(유)계룡환경산업,전북특별자치도 익산시 함열읍 흘산로 522,,사업장배출시설계,암롤트럭,2대
642,익산센터,폐기물 수집·운반업체,하나환경,전북특별자치도 익산시 황등면 율동1길 43,,사업장배출시설계,암롤트럭,2대
643,익산센터,폐기물 수집·운반업체,하나환경,전북특별자치도 익산시 황등면 율동1길 43,,사업장배출시설계,밀폐식차량,1대
644,익산센터,폐기물 수집·운반업체,형제상사,전북특별자치도 익산시 황등면 황등로 170-1,,사업장배출시설계,카고트럭,3대
645,익산센터,폐기물 수집·운반업체,형제상사,전북특별자치도 익산시 황등면 황등로 170-1,,사업장배출시설계,밀폐식차량,2대
646,익산센터,폐기물 중간처리업체,㈜이엠케이승경,익산시 춘포면 궁성로 188-14,,폐합성수지류 등,카고트럭,2대
647,익산센터,폐기물 중간처리업체,㈜이엠케이승경,익산시 춘포면 궁성로 188-14,,폐합성수지류 등,암롤트럭,2대
648,익산센터,폐기물 중간처리업체,㈜이엠케이승경,익산시 춘포면 궁성로 188-14,,폐합성수지류 등,밀폐식차량,3대
649,익산센터,중장비 업체,(유)일동건설중기,전북특별자치도 군산시 소룡동 1483-2번지,063-463-9521,,불도저,1대
650,익산센터,중장비 업체,(유)일동건설중기,전북특별자치도 군산시 소룡동 1483-2번지,063-463-9521,,굴삭기,1대
651,익산센터,중장비 업체,(유)일동건설중기,전북특별자치도 군산시 소룡동 1483-2번지,063-463-9521,,덤프,10대
652,익산센터,중장비 업체,(유)화신건설기계,전북특별자치도 군산시 산북동 3617-8번지,063-468-0804,,굴삭기,15대
653,익산센터,중장비 업체,(유)화신건설기계,전북특별자치도 군산시 산북동 3617-8번지,063-468-0804,,덤프,19대
654,익산센터,중장비 업체,(유)화신건설기계,전북특별자치도 군산시 산북동 3617-8번지,063-468-0804,,중기,19대
655,익산센터,중장비 업체,(유)건진건설기계,전북특별자치도 군산시 산북동 394-1번지,063-465-5557,,굴삭기,12대
656,익산센터,중장비 업체,진서건설기계(유),전북특별자치도 군산시 개정면 아동리 145-5번지,063-452-6984,,불도저,4대
657,익산센터,중장비 업체,진서건설기계(유),전북특별자치도 군산시 개정면 아동리 145-5번지,063-452-6984,,굴삭기,12대
658,익산센터,중장비 업체,진서건설기계(유),전북특별자치도 군산시 개정면 아동리 145-5번지,063-452-6984,,지게차,3대
659,익산센터,폐기물 처리업체,㈜엔아이티,전북특별자치도 군산시 서해로 259,063-468-4141,"폐합성수지, 폐합성섬유(고상) 등",암롤트럭,1대
660,익산센터,폐기물 처리업체,(유)우주산업,전북특별자치도 군산시 외항로 293-1(산북동),063-466-6693,폐유 등 18종,,
661,익산센터,폐기물 처리업체,(유)대한이엔이,전북특별자치도 군산시 옥서북길 276-27,063-451-7111,"폐석면, 오니류 13종",,
662,익산센터,폐기물 처리업체,(유)원산업,전북특별자치도 군산시 미원1길 6-2,063-445-4251,폐유 등 17종,,
663,익산센터,폐기물 처리업체,(유)태한산업,전북특별자치도 군산시 성산면 군장대길 3,063-451-1799,폐유등 19종,,
664,익산센터,폐기물 처리업체,(유)제오텍해운,전북특별자치도 군산시 외항안길 45,063-442-5189,폐유기용제,,
665,익산센터,폐기물 처리업체,㈜대림,전북특별자치도 군산시 외항로 816,063-468-5455,폐유 등,,
666,충주센터,중장비 업체,전진건설로봇(주),충청북도 음성군 금왕읍 초금로 729,043-871-3893,,,
667,충주센터,중장비 업체,(주)독수리자동차공업사\[D.M\],충청북도 음성군 금왕읍 무극로 19-14,043-871-3893,,,
668,충주센터,중장비 업체,음성종합자동차공업사\[D.M\],충청북도 음성군 삼성면 천평길 99,043-871-3893,,,
669,충주센터,중장비 업체,전진건설로봇(주),충청북도 음성군 금왕읍 대금로 1264,043-871-3893,,,
670,충주센터,중장비 업체,대민중기,충청북도 음성군 음성읍 약현길38번길 4-7,043-871-3893,,,
671,충주센터,중장비 업체,차평건설기계정비공장\[부분\],충청북도 음성군 생극면 음성로 1916,043-871-3893,,,
672,충주센터,중장비 업체,충청중기공업사\[부분\],충청북도 음성군 음성읍 음성로 477,043-871-3893,,,
673,충주센터,중장비 업체,금오산업(부분),충청북도 음성군 생극면 능안로 61,043-871-3893,,,
674,충주센터,중장비 업체,(주)샌드빅서전(부분),충청북도 음성군 맹동면 초금로 288,043-871-3893,,,
675,충주센터,중장비 업체,서울자동차종합정비공업사(DM),충청북도 음성군 감곡면 북부로 140,043-871-3893,,,
676,충주센터,중장비 업체,동진공업사,충청북도 음성군 음성읍 반기문로 17,043-871-3893,,,
677,충주센터,중장비 업체,음성폐차장,충청북도 음성군 금왕읍 금일로191번길 141,043-871-3893,,,
678,충주센터,중장비 업체,한국코렌,충청북도 음성군 금왕읍 덕금로 740-15,043-871-3893,,,
679,충주센터,중장비 업체,현대감곡상용서비스(주),충청북도 음성군 감곡면 중간말길16번길 67,043-871-3893,,,
680,충주센터,중장비 업체,(주)프라임렌탈,충청북도 음성군 삼성면 덕호로 127-5,043-871-3893,,,
681,충주센터,중장비 업체,감곡연철폐차장,충청북도 음성군 감곡면 감노로 289,043-871-3893,,,
682,충주센터,중장비 업체,(주)타워랜드,충청북도 음성군 대소면 대동로428번길 71,043-871-3893,,,
683,충주센터,중장비 업체,(주)타워랜드,충청북도 음성군 대소면 대동로428번길 71,043-871-3893,,,
684,충주센터,중장비 업체,(주)만호타워,충청북도 음성군 생극면 생삼로 277,043-871-3893,,,
685,충주센터,중장비 업체,(주)웅진타워,충청북도 음성군 대소면 대동로 723-7,043-871-3893,,,
686,충주센터,중장비 업체,거성산업기계,충청북도 음성군 삼성면 대성로547번길 92,043-871-3893,,,
687,충주센터,중장비 업체,동원공업사,충청북도 음성군 금왕읍 금일로 619(외 1필지),043-871-3893,,,
688,충주센터,중장비 업체,(주)크레인월드코리아,충청북도 음성군 대소면 대동로428번길 71,043-871-3893,,,
689,충주센터,중장비 업체,(주)크레인월드코리아,충청북도 음성군 대소면 대동로428번길 71,043-871-3893,,,
690,충주센터,중장비 업체,bk건설,"충청북도 음성군 감곡면 감노로 608, 가동",043-871-3893,,,
691,충주센터,중장비 업체,김용호(호왕건설기계),충청북도 음성군 삼성면 금일로700번길 62,043-871-3893,,,
692,충주센터,중장비 업체,권영근,충청북도 음성군 금왕읍 신내로 694,043-871-3893,,,
693,충주센터,중장비 업체,박노갑,충청북도 음성군 음성읍 설성공원길 7,043-871-3893,,,
694,충주센터,중장비 업체,현대감곡상용서비스(주),충청북도 음성군 감곡면 중간말길16번길 59,043-871-3893,,,
695,충주센터,중장비 업체,신성디젤,충청북도 음성군 감곡면 행군이길 61,043-871-3893,,,
696,충주센터,중장비 업체,(주)경원테크,충청북도 음성군 삼성면 대덕로 63-50,043-871-3893,,,
697,충주센터,중장비 업체,(합자)현대건설,충청북도 음성군 생극면 일생로 799,043-871-3893,,,
698,충주센터,중장비 업체,(주)영광건기,충청북도 음성군 대소면 대동로 576,043-871-3893,,,
699,충주센터,중장비 업체,전진건설로봇(주),충청북도 음성군 금왕읍 대금로 1264,043-871-3893,,,
700,충주센터,중장비 업체,협동산업(주),충청북도 음성군 생극면 생삼로207번길 81,043-871-3893,,,
701,충주센터,중장비 업체,협동산업(주),충청북도 음성군 생극면 생삼로207번길 81,043-871-3893,,,
702,충주센터,중장비 업체,(주)진영,충청북도 음성군 삼성면 대덕로 63-56,043-871-3893,,,
703,충주센터,중장비 업체,(주)진영,충청북도 음성군 삼성면 대덕로 63-56,043-871-3893,,,
704,충주센터,중장비 업체,권순선,충청북도 음성군 삼성면 덕정로 159-5,043-871-3893,,,
705,충주센터,중장비 업체,삼성클라크지게차 충청판매,충청북도 음성군 대소면 대금로379번길 66,043-871-3893,,,
706,충주센터,중장비 업체,(주)가교기업,충청북도 음성군 삼성면 덕호로 475-18,043-871-3893,,,
707,충주센터,중장비 업체,(주)동광테크,충청북도 음성군 생극면 생삼로207번길 81,043-871-3893,,,
708,충주센터,중장비 업체,(주)지오산업,충청북도 음성군 대소면 대풍리 375번지,043-871-3893,,,
709,충주센터,중장비 업체,보미건설기계(주),충청북도 음성군 대소면 한삼로251번길 31-2,043-871-3893,,,
710,충주센터,중장비 업체,보미건설기계(주),충청북도 음성군 대소면 한삼로251번길 31-2,043-871-3893,,,
711,충주센터,중장비 업체,대소타이어정비,충청북도 음성군 대소면 대금로 199,043-871-3893,,,
712,충주센터,중장비 업체,만능자동차정비(주),충청북도 음성군 대소면 대금로 77-7,043-871-3893,,,
713,충주센터,중장비 업체,(주)야후건기,충청북도 음성군 삼성면 대덕로 63-56,043-871-3893,,,
714,충주센터,중장비 업체,바른1급종합정비공업사,충청북도 음성군 금왕읍 신개천로 104,043-871-3893,,,
715,충주센터,중장비 업체,에이치디현대건설기계(주),충청북도 음성군 소이면 소이로 313,043-871-3893,,,
716,충주센터,중장비 업체,(주)알파원산업,충청북도 음성군 감곡면 월정리 168번지,043-871-3893,,,
717,충주센터,중장비 업체,(주)삼보건기,"충청북도 음성군 음성읍 중앙로 165, 2층",043-871-3893,,,
718,충주센터,중장비 업체,에이치디현대건설기계(주),충청북도 음성군 소이면 소이로 313,043-871-3893,,,
719,충주센터,중장비 업체,(주)혁신자동차공업사,충청북도 음성군 금왕읍 진성로 1893,043-871-3893,,,
720,충주센터,중장비 업체,(주)태호산업,충청북도 음성군 금왕읍 대금로 1089-4,043-871-3893,,,
721,충주센터,중장비 업체,(주)성우씨엔엘,충청북도 음성군 금왕읍 대금로 1124-13,043-871-3893,,,
722,충주센터,중장비 업체,김진만,충청북도 음성군 음성읍 소여리 410번지 2호 외 1필,043-871-3893,,,
723,충주센터,중장비 업체,김희식,충청북도 음성군 음성읍 소여리 410번지 2호 외 1필,043-871-3893,,,
724,충주센터,중장비 업체,(주)엘기업,충청북도 음성군 원남면 덕정리 396번지 외 7필,043-871-3893,,,
725,충주센터,중장비 업체,서훈석,충청북도 음성군 음성읍 소여리 410번지 2호,043-871-3893,,,
726,충주센터,중장비 업체,진희규,충청북도 음성군 삼성면 천평리 753번지 1호,043-871-3893,,,
727,충주센터,중장비 업체,대청산업(주),충청북도 음성군 생극면 임곡리 373번지,043-871-3893,,,
728,충주센터,중장비 업체,(주)헤비타워,충청북도 음성군 감곡면 영산안길 9-11,043-871-3893,,,
729,충주센터,중장비 업체,대림엔진,충청북도 음성군 감곡면 가곡로 47,043-871-3893,,,
730,충주센터,중장비 업체,(주)삼한,충청북도 음성군 생극면 중원대로 792,043-871-3893,,,
731,충주센터,중장비 업체,(주)영광건기,충청북도 음성군 대소면 대동로 576,043-871-3893,,,
732,충주센터,중장비 업체,(주)산수아이앤씨,충청북도 음성군 삼성면 덕호로 518-30,043-871-3893,,,
733,충주센터,중장비 업체,(주)이봄,충청북도 음성군 감곡면 행군이길 59,043-871-3893,,,
734,충주센터,중장비 업체,소망상사,충청북도 음성군 금왕읍 대금로 983,043-871-3893,,,
735,충주센터,중장비 업체,태양중기공업사,충청북도 음성군 금왕읍 덕금로 986,043-871-3893,,,
736,충주센터,중장비 업체,(주)지오산업,충청북도 음성군 대소면 대소산단로 117-6,043-871-3893,,,
737,충주센터,중장비 업체,삼성상사,충청북도 음성군 음성읍 반기문로 17,043-871-3893,,,
738,충주센터,중장비 업체,대영공업사,충청북도 음성군 금왕읍 덕금로 986,043-871-3893,,,
739,충주센터,중장비 업체,(주)태호건기,"충청북도 음성군 맹동면 대하4길 6-10, 813호(밀라움오피스텔)",043-871-3893,,,
740,충주센터,중장비 업체,대청산업(주),충청북도 음성군 생극면 임곡리 373번지,043-871-3893,,,
741,충주센터,중장비 업체,우진건설중기,충청북도 음성군 음성읍 문화길 20,043-871-3893,,,
742,충주센터,중장비 업체,(주)삼한,충청북도 음성군 생극면 차평리 593번지 8호 1층,043-871-3893,,,
743,충주센터,중장비 업체,기토건설중기,충청북도 음성군 생극면 생오로93번길 33,043-871-3893,,,
744,충주센터,중장비 업체,원당지게차,"충청북도 음성군 감곡면 음성로 2194, 1층",043-871-3893,,,
745,충주센터,중장비 업체,(주)태민환경,충청북도 음성군 생극면 오신로 394,043-871-3893,,,
746,충주센터,중장비 업체,협동산업(주),"충청북도 음성군 생극면 생삼로207번길 81, 가동",043-871-3893,,,
747,충주센터,중장비 업체,부경상사,충청북도 음성군 금왕읍 무극로 19-3,043-871-3893,,,
748,충주센터,중장비 업체,(주)썬타워,충청북도 음성군 생극면 능안로 214-21,043-871-3893,,,
749,충주센터,중장비 업체,(주)와이엔제이제이,충청북도 음성군 생극면 능안로 214-21,043-871-3893,,,
750,충주센터,중장비 업체,(주)지타워,충청북도 음성군 대소면 대소산단로 117-6,043-871-3893,,,
751,충주센터,중장비 업체,(주)진평타워산업,충청북도 음성군 생극면 능안로 214-21,043-871-3893,,,
752,충주센터,중장비 업체,지성중공업(주),충청북도 음성군 대소면 대물로 75-14,043-871-3893,,,
753,충주센터,중장비 업체,박상희,충청북도 음성군 금왕읍 금일로 497,043-871-3893,,,
754,충주센터,중장비 업체,(주)케이에이치인터내셔널,충청북도 음성군 삼성면 덕호로 475-18,043-871-3893,,,
755,충주센터,중장비 업체,(주)나눔엔,충청북도 음성군 금왕읍 금율로 173,043-871-3893,,,
756,충주센터,폐기물 최종처리업체,아세아테크(주),충청북도 충주시 대소원면 첨단산업1로 279,043-844-6767,"오니, 폐흡수제 및 폐흡착제, 광재, 폐주물사, 샌드블라스트 폐사, 폐내화물,도자기조각, 안정화·고형화처리물, 폐촉매, 분진, 소각재, 폐유(타르·피치류), 폐석면",굴삭기,1대
757,충주센터,폐기물 수집·운반업체,(주)산수개발환경,충청북도 충주시 탄금대로 203-1 (칠금동),043-845-1144,"오니류, 고형화폐기물, 폐촉매, 폐흡착제 및 폐흡수제 등",카고트럭,2대
758,충주센터,폐기물 수집·운반업체,(주)산수개발환경,충청북도 충주시 탄금대로 203-1 (칠금동),043-845-1144,"오니류, 고형화폐기물, 폐촉매, 폐흡착제 및 폐흡수제 등",암롤트럭,2대
759,충주센터,폐기물 수집·운반업체,케이그린㈜,충북 충주시 대소원면 만정리 17-2,043-854-8828,"폐염산, 폐황산, 폐질산, 폐불산, 그밖의폐산, 폐가성소다수, 그밖의 폐알칼리 등",암롤트럭,6대
760,충주센터,폐기물 수집·운반업체,케이그린㈜,충북 충주시 대소원면 만정리 17-2,043-854-8828,"폐염산, 폐황산, 폐질산, 폐불산, 그밖의폐산, 폐가성소다수, 그밖의 폐알칼리 등",카고트럭,1대
761,충주센터,폐기물 수집·운반업체,케이그린㈜,충북 충주시 대소원면 만정리 17-2,043-854-8828,"폐염산, 폐황산, 폐질산, 폐불산, 그밖의폐산, 폐가성소다수, 그밖의 폐알칼리 등",기계식상차장치부착차량,2대
762,충주센터,폐기물 수집·운반업체,케이그린㈜,충북 충주시 대소원면 만정리 17-2,043-854-8828,"폐염산, 폐황산, 폐질산, 폐불산, 그밖의폐산, 폐가성소다수, 그밖의 폐알칼리 등",덤프트럭,3대
763,충주센터,폐기물 수집·운반업체,중앙건기㈜,충청북도 충주시 앙성면 가곡로 1670\_ 1층 102호,043-852-7008,"폐수처리오니 보크사이트잔재물, 그 밖의 공정오니, 폐수산화나트륨(고상), 폐수산화칼슘(고상), 화학점결폐주물사 사업장폐기물 소각시설 비산재 등",덤프트럭,2대
