업체명,소재지,대표전화,장비·인력,단위,수량
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,소석회,KG,300
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,전면방독면,EA,46
한국남동발전㈜ 하동발전본부,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,방독면필터,EA,90
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,공기호흡기,EA,4
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,전신보호복,EA,2
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,보호의,EA,42
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,방독면,EA,12
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,정화통,EA,38
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,보안경,EA,10
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,내화학장갑,EA,25
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,내화학장화,EA,21
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,고무앞치마,EA,11
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,방진마스크,EA,7
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,송기마스크,EA,7
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,보안면,EA,7
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,중화제,KG,380
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,유흡착매트,KG,340
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,오일펜스,M,750
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,기름처리제,L,1.896
한국남동발전㈜ 호남화력본부,"전라남도 여수시 여수산단로 1203, 1층",0710-5000-5352,방재인원,명,70
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,차량,대,24
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,VENTILATOR,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,BINDING AGENT,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,WHITE OIL,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,중화제,통,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,폐기물통,EA,33
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,비닐백,EA,140
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,BASIN,EA,33
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,양동이,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,공드럼,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,DIAPHRAGM펌프,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,DRUM 펌프,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,CHEMICAL 호스,EA,66
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,질소 PURGING설비,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,접지설비,EA,55
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,AIR HOSE,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,폼 적재량,L,1600
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,물 적재량,L,2000
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,휴대용 발전기,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,전선릴,EA,33
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,CUTTER,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,드릴,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,공구함,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,HAMMER,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,갈쿠리,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,천정파괴기,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,곡괭이,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,빗,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,가래삽,EA,32
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,일반삽,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,도끼,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,사다리,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,지렛대,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,위험표지판/테이프,EA,21
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,호스렌치,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,소화전 렌치,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,소방호스,EA,33
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,직·방사형 관창,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,직사형관창,EA,55
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,관창 파이프,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,퀵 커플링,EA,44
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,흡입호스,EA,44
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,흡입호스 여과망,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,중개호스,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,송수신 잭,EA,55
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,방열복 일체,EA,33
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,휴대용 모니터건,EA,11
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,WATER SHIELD,EA,44
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,휴대용렌턴,EA,77
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,로프,EA,44
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,무전기,EA,25
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,소화기,EA,22
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,공기호흡기,EA,55
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,경화학복,EA,66
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,중화학복,EA,44
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,코팅장갑,EA,20
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,NITRIL장갑,EA,38
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,NEOPRENE장갑,EA,24
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,안전벨트,EA,44
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,모노가글,EA,62
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,FACE SHIELD,EA,58
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,VOC농도측정기,EA,2
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,산소측정기,EA,2
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,환자운반구,EA,1
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,옥내소화전,EA,27
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,옥외소화전,EA,60
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,스프링쿨러,EA,5
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,화재수신기,EA,1
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,POST INCICATOR,EA,42
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,휴대용가스감지기,EA,18
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,화재수신기,EA,1
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,CO2소화설비,EA,2
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,포소화설비,EA,3
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,흡착포,BOX,39
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,보호의,EA,40
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,보호장갑,EA,68
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,전면형마스크,EA,56
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,안전장화,EA,78
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,송기마스크,EA,14
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,양압식공기호흡기,EA,63
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,소방복,EA,5
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,WATER JEL,EA,1
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,방열복,EA,2
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,방열면,EA,2
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,방열장갑,EA,2
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,가성소다,L,80
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,5분용 에어팩,EA,67
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,에어라인마스크,EA,60
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,유독물흡착포,EA,14
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,유기화학물보호복,EA,14
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,화학복,EA,20
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,보안면,EA,20
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,오일흡착포,BOX,20
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,소화기(4.5KG),EA,105
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,소화기(20KG),EA,33
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,소화기(CO₂),EA,34
한국바스프㈜,전라남도 여수시 여수산단2로 284,061-680-7061,방재인원,명,6
한국신광마이크로 애랙트로닉스㈜,전라남도 순천시 서면산단1길 32,061-753-8801,모래,KG,500
한국신광마이크로 애랙트로닉스㈜,전라남도 순천시 서면산단1길 32,061-753-8801,소석회,KG,100
한국신광마이크로 애랙트로닉스㈜,전라남도 순천시 서면산단1길 32,061-753-8801,방재인원,명,5
한승케미칼㈜,전라남도 광양시 광양읍 초남2공단2길 66,061-795-1958,안면보호구,EA,4
한승케미칼㈜,전라남도 광양시 광양읍 초남2공단2길 66,061-795-1958,보호장갑,EA,4
한승케미칼㈜,전라남도 광양시 광양읍 초남2공단2길 66,061-795-1958,보호장화,EA,4
한승케미칼㈜,전라남도 광양시 광양읍 초남2공단2길 66,061-795-1958,보호복,EA,4
한승케미칼㈜,전라남도 광양시 광양읍 초남2공단2길 66,061-795-1958,방재사,KG,400
한승케미칼㈜,전라남도 광양시 광양읍 초남2공단2길 66,061-795-1958,흡착포,포,4
한국캐솔㈜,전라남도 순천시 양율길 286,061-741-1661,톱밥,KG,160
한국캐솔㈜,전라남도 순천시 양율길 286,061-741-1661,내화학보호장갑,EA,5
한국캐솔㈜,전라남도 순천시 양율길 286,061-741-1661,안전장화,EA,5
한국캐솔㈜,전라남도 순천시 양율길 286,061-741-1661,안전고글,EA,5
한국캐솔㈜,전라남도 순천시 양율길 286,061-741-1661,방독마스크,EA,5
한국캐솔㈜,전라남도 순천시 양율길 286,061-741-1661,내화학복,EA,5
한국캐솔㈜,전라남도 순천시 양율길 286,061-741-1661,송기마스크,EA,1
㈜한국환경사업단,전라남도 여수시 진달래길 346,061-686-7066,방독면,EA,4
㈜한국환경사업단,전라남도 여수시 진달래길 346,061-686-7066,보호의,EA,4
㈜한국환경사업단,전라남도 여수시 진달래길 346,061-686-7066,보호신발,EA,5
㈜한국환경사업단,전라남도 여수시 진달래길 346,061-686-7066,눈 세안기,EA,1
㈜한국환경사업단,전라남도 여수시 진달래길 346,061-686-7066,흡착포,BOX,3
㈜한국환경사업단,전라남도 여수시 진달래길 346,061-686-7066,모래주머니,EA,30
㈜한국환경사업단,전라남도 여수시 진달래길 346,061-686-7066,방재인원,명,3
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,공기호흡기,EA,1
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,손전등,EA,6
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,오일펜스,EA,8
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,삽,EA,10
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,소석회,포,13
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,톱밥,EA,3
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,방독마스크,EA,5
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,보호장갑,EA,5
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,보호장화,EA,5
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,내화학복,EA,5
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,방진마스크,EA,25
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,이동식방제함,EA,1
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,흡착포,BOX,3
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,가슴장화,EA,5
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,전자신호봉,EA,5
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,신호수조끼,EA,5
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,소화기,EA,15
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,안전모,EA,10
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,메가폰,EA,2
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,빗자루,EA,5
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,모래,EA,8
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,안전벨트,EA,3
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,면보루,BOX,3
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,보호안경,EA,8
㈜한익스프레스,전라남도 여수시 여수산단로 611,061-685-5524,마대,EA,60
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,소방차,대,1
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,살수차,대,1
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,헬기착륙장,곳,1
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,오일펜스,M,50
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,유흡착제,BOX,20
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,분말소화기,EA,849
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,기타소화기,EA,35
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,탄산나트륨,KG,300
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,전면형마스크,EA,40
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,반면형마스크,EA,25
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,공기호흡기,EA,17
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,내화학복,EA,40
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,내화학장갑,EA,40
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,내화학장화,EA,40
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,마른모래,KG,500
㈜한화여수사업장,전라남도 여수시 신월로 411,061-640-1232,송기마스크,EA,10
한화에너지㈜ 여수공장,전라남도 여수시 산단중앙로 1445,061-689-7678,습식노면청소차,대,1
한화에너지㈜ 여수공장,전라남도 여수시 산단중앙로 1445,061-689-7678,방제장비(보호구),SET,12
한화에너지㈜ 여수공장,전라남도 여수시 산단중앙로 1445,061-689-7678,방제물품,-,
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,소방차,대,2
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,운송차량(1.5톤),대,1
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,진공흡수차량(4.5톤),대,1
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,폐기물 운반차량(2.5톤),대,1
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,지게차,대,1
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,이동식 흡수차량,대,1
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,이동식 펌프,대,1
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,오일 펜스,EA,11
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,중화제(5%염산(20L)),EA,5
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,중화제(5%가성소다),EA,14
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,오일흡착포,EA,21
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,유독물흡착포,EA,47
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,톱밥,EA,12
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,활성탄,EA,2
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,오일붐,EA,9
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,규조토,EA,11
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,유화제(18L),EA,9
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,오일말끄미(20L),EA,2
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,미생물처리제(20L),EA,7
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,소포제(20L),EA,2
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,빗자루,EA,8
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,쓰레받이,EA,4
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,갈쿠리,EA,2
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,삽,EA,21
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,곡괭이,EA,5
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,비닐봉지,EA,100
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,뜰채,EA,2
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,마대자루,EA,3
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,모래주머니,EA,400
"한화케미칼㈜ 여수1공장, 한화케미칼㈜ 여수2공장, 한화케미칼㈜ 여수3공장",전라남도 여수시 여수산단3로 117,061-688-1165,방재인원,명,33
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,화학소방차,대,1
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,화학물질용보호복(4형식),SET,150
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,화학물질용보호복(1형식),SET,5
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,공기호흡기,SET,44
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,전면형 송기마스크,SET,103
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,물분무 포소화설비,EA,1
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,엔젠에어컴프레샤,EA,1
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,소석회,포,66
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,규조토,포,32
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,유분흡착포,BOX,21
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,수산화나트륨,톤,100
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,염산,톤,100
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,유처리제,L,340
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,방제 펌프,EA,1
한화케미칼㈜ 티다아이,전라남도 여수시 여수산단2로 46-47,061-688-4920\~1,"자체 자위소방대, 방제인력",9명,9
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,소방차,대,1
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,내산복,EA,14
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,보안면,EA,14
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,모노고글,EA,14
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,내산장화,EA,14
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,내산장갑,EA,14
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,내산앞치마,EA,14
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,대피용호흡기,EA,14
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,보호복,SET,46
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,보호장갑,EA,46
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,보호장화,EA,46
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,방독면,EA,46
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,필터,EA,46
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,AIR PACK,EA,41
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,케미컬흡착제 패드,EA,150
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,응급처치키트,SET,2
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,젤튜브,EA,9
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,내화학테이프,EA,2
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,내산토시,EA,2
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,불산 감지 페이퍼,EA,2
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,내산비닐,EA,1600
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,중질탄산칼륨,포,12
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,소석회,포,9
한화케미칼㈜ 폴리실리콘,전라남도 여수시 여수산단4로 255,061-690-5728,방재인원,명,38
한화케미칼㈜ 여수2,전라남도 여수시 여수산단4로 255,061-690-5728,방독마스크,EA,16
한화케미칼㈜ 여수2,전라남도 여수시 여수산단4로 255,061-690-5728,정화통,EA,16
한화케미칼㈜ 여수2,전라남도 여수시 여수산단4로 255,061-690-5728,내화학복,EA,16
한화케미칼㈜ 여수2,전라남도 여수시 여수산단4로 255,061-690-5728,내화학장갑,EA,16
한화케미칼㈜ 여수2,전라남도 여수시 여수산단4로 255,061-690-5728,내화학장화,EA,16
한화케미칼㈜ 여수2,전라남도 여수시 여수산단4로 255,061-690-5728,흡착포,EA,40
한화케미칼㈜ 여수2,전라남도 여수시 여수산단4로 255,061-690-5728,AIR PACK,EA,15
