갈래,업체명,권역,시도,시군구,주소,대표전화,허가현황,처리가능폐기물,보유장비,자료출처
종합재활용,에이블산업(주),전라권역,전북특별자치도,정읍시,전북 정읍시 2산단7길 40 (하북동),0637142141,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,효성케이디,전라권역,전북특별자치도,정읍시,전북 정읍시 태인면 태흥리 553-9,063-226-2222,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,대림자원,전라권역,제주특별자치도,제주시,제주 제주시 애월읍 고성리 742,064-747-2487,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,유성에너지(주),전라권역,제주특별자치도,제주시,제주 제주시 선반로8길 5 (화북일동) 선반로8길5-2,064-782-8936,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)동양이앤씨,충청권역,대전광역시,대덕구,대전 대덕구 대화로52번안길 18 (대화동),042-633-5022,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,대전공업사,충청권역,대전광역시,대덕구,대전 대덕구 읍내동 486,042-634-3391,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,보림산업,충청권역,대전광역시,대덕구,대전 대덕구 평촌동 274-1,042-933-8900,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,유니온정유(주),충청권역,대전광역시,대덕구,대전 대덕구 평촌동 148-1,042-933-0025,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,한진트랜스,충청권역,대전광역시,동구,대전 동구 동부로 199 (용운동),042-284-8899,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)경동산업,충청권역,세종특별자치시,별자치,세종 청원군 부강면 금호황성골길 10-40 (주)경동산업,044-277-6277,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)이원켐텍,충청권역,세종특별자치시,전의면,세종 전의면 산단길 21-142 (주)이원켐텍,044-868-2175,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,금강리싸이클링,충청권역,세종특별자치시,별자치,세종 청원군 부강면 시목부강로 453 금강리싸이클링,044-277-6684,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)광진화학 당진지점,충청권역,충청남도,당진시,충남 당진시 석문면 산단3로 8길 29-13,041-356-0216,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)동명케미칼,충청권역,충청남도,천안시,충남 천안시 동남구 성남면 5산단2로 36,041-557-3395,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)백제금속,충청권역,충청남도,공주시,충남 공주시 유구읍 유구외곽로 39 (녹천리),041-841-9955,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)세명테크,충청권역,충청남도,아산시,충남 아산시 둔포면 장영실로 922-5번지 (신남리 624-3),041-532-3707,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)신암정유,충청권역,충청남도,예산군,충남 예산군 신암면 용산로 82-8 (주)신암정유,041-331-5140,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)이엠테크,충청권역,충청남도,서산시,충남 서산시 대산읍 독곶1로 36-21,041-667-5800,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)이한산업,충청권역,충청남도,천안시,충남 천안시 동남구 성남면 성남로 417,041-553-2544,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)제이에이치리테크,충청권역,충청남도,예산군,충남 예산군 대술면 대술로 699-1 (화산리),041-333-9415,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)태성공영,충청권역,충청남도,논산시,충남 논산시 상월면 상월로 216-20,042-633-7520,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)태원 천안공장,충청권역,충청남도,천안시,충남 천안시 동남구 성남면 5산단2로 81,041-551-1357,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)태원천안2공장,충청권역,충청남도,천안시,충남 천안시 동남구 성남면 대화리 369-1,041-562-1358,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)토리컴,충청권역,충청남도,아산시,충남 아산시 둔포면 아산밸리동로 78,041-537-6031,종합 재활용업 · 처리방법 재활용 / 폐기물 최종처리업체 (서산센터 관할),"오니류, 폐촉매, 폐합성섬유, 폐전지 등",밀폐식차량 3대대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
종합재활용,(주)한민,충청권역,충청남도,아산시,충남 아산시 둔포면 해위안길 82-10,041-532-8195,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,넥스테크(주) 당진공장,충청권역,충청남도,당진시,충남 당진시 석문면 산단3로8길 45-24 (통정리)1522번지,041-354-6622,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,대덕정유(주)복수사업소,충청권역,충청남도,금산군,"충남 금산군 복수면 다복로 537-34 (용진리, 대덕정유(주)복수사업소)",041-753-1301,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,램테크놀러지(주),충청권역,충청남도,금산군,충남 금산군 군북면 군북로 1056 (램테크놀러지(주)),0417546470,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,미주엔비켐(주) 석문,충청권역,충청남도,당진시,충남 당진시 석문면 통정리 1594,041-355-3558,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,바이켐(주),충청권역,충청남도,예산군,충남 예산군 삽교읍 산단2길 53 효림리520,041-404-1800,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,사회복지법인 미래재단,충청권역,충청남도,금산군,충남 금산군 진산면 태고사로 150 (동일계전(주)),041-754-6301,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,사회복지법인 한국노인생활지원재단 재활용사업단,충청권역,충청남도,공주시,충남 공주시 탄천면 차돌배기길 72-8,041-881-0102,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,삼지금속공업(주) 예당공장,충청권역,충청남도,예산군,"충남 예산군 고덕면 오추리 825, 삼지금속공업(주)",041-337-3933,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,서남환경에너지(주)대산공장,충청권역,충청남도,서산시,충남 서산시 대산읍 독곶2로 96-78 서남환경에너지(주)대산공장,041-665-9140,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,성일금속,충청권역,충청남도,천안시,충남 천안시 서북구 차암동 37번지,041-621-7721,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,시온텍논산공장,충청권역,충청남도,논산시,충남 논산시 연무읍 동산리 978번지,041-742-0401,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,씨피켐 (주)2공장,충청권역,충청남도,당진시,"충남 당진시 송산면 동곡로 155-66 (동곡리, (주)씨피켐2공장)",041-358-9100,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,아이피에이산업주식회사 대산공장,충청권역,충청남도,서산시,충남 서산시 대산읍 죽엽로 370 (대죽리),0416655901,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,유니메드제약(주)(의료),충청권역,충청남도,아산시,충남 아산시 실옥로 110-27 (실옥동),041-537-5441,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,주식회사 삼주 당진공장,충청권역,충청남도,당진시,충남 당진시 송산면 동곡로 195 (동곡리),041-970-6282,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,주식회사 연송,충청권역,충청남도,천안시,충남 천안시 서북구 백석공단1로 97-14 (백석동),041-566-5581,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,충청화학에너지(주),충청권역,충청남도,논산시,충남 논산시 가야곡면 동안로 1274-10 충청화학에너지(주),041-742-5182,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,티알에스 주식회사,충청권역,충청남도,천안시,충남 천안시 동남구 성남면 용원1길 10,041-584-1222,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,한양산업개발(주),충청권역,충청남도,천안시,충남 천안시 동남구 북면 양곡1길 73,041-553-3797,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(사)청주산업단지관리공단,충청권역,충청북도,청주시,"충북 청주시 흥덕구 산단로 186 (봉명동, 동명종합건설)",043-266-0912,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)광메탈,충청권역,충청북도,음성군,충북 음성군 생극면 관성리 5-1,043-877-8871,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)광메탈 제2공장,충청권역,충청북도,음성군,충북 음성군 원남면 상노리 751-4 (주)광메탈제2공장,043-750-8871,최종 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)녹십자웰빙,충청권역,충청북도,음성군,충북 음성군 금왕읍 내송리 156-50,043-879-2958,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)미래리서스,충청권역,충청북도,옥천군,"충북 옥천군 청산면 만월로 175 (만월리, 미래리서스공장)",043-733-7228,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)세송유화텍,충청권역,충청북도,진천군,충북 진천군 덕산면 신척리 425-31,043-536-1500,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)세원산업,충청권역,충청북도,청주시,충북 청주시 흥덕구 옥산면 국사리 1079,07050997075,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)에코코리아,충청권역,충청북도,진천군,충북 진천군 덕산면 용몽리 694,043-537-5551,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)영화,충청권역,충청북도,진천군,충북 진천군 덕산면 한천리 5-4,043-537-9986,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)원테크,충청권역,충청북도,진천군,충북 진천군 광혜원면 죽현길 103 ((주)원테크),043-536-8226,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)유진유포리아,충청권역,충청북도,청주시,충북 청주시 청원구 북이면 용계내추로 436-24 .,043-212-4936,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)인코케미컬,충청권역,충청북도,청주시,충북 청주시 흥덕구 강내면 황탄리길 130,043-231-3637,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)지알엠(국내),충청권역,충청북도,단양군,충북 단양군 매포읍 매포농공단지로 260 (상괴리203),043-767-4080,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)케이엠,충청권역,충청북도,제천시,충북 제천시 내토로 1107 (고암동),043-642-9747,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,(주)티에스케이프리텍,충청권역,충청북도,진천군,충북 진천군 초평면 오갑리 86번지,043-532-8191,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,대한민국고엽제전우회유류사업소,충청권역,충청북도,진천군,충북 진천군 이월면 중미로 434-28 대한민국고엽제전우회유류사업소,043-536-7161,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,대한민국상이군경회 청주사업소(지정),충청권역,충청북도,청주시,충북 청주시 서원구 현도면 우록리 397-2,043-263-8491,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,미지산업(주)진천공장,충청권역,충청북도,진천군,충북 진천군 이월면 수청길 153 미지산업(주),0435357361,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,신성켐오일(주),충청권역,충청북도,진천군,충북 진천군 진천읍 송두4길 72-12 (신성켐오일(주)),043-533-7833,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,영남기업,충청권역,충청북도,청주시,충북 청주시 흥덕구 강내면 황탄리길 85-45 영남기업,043-231-6991,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,주식회사 그린코어,충청권역,충청북도,음성군,충북 음성군 생극면 송곡길48번길 42-6 주식회사 그린코어,070-4128-7970,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,주식회사 티에스케이프리텍 2공장,충청권역,충청북도,진천군,충북 진천군 초평면 초금로 160 주식회사 티에스케이프리텍 2공장,043-753-7000,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,진솔화학(주),충청권역,충청북도,진천군,충북 진천군 문백면 평산리 503-2,043-532-8131,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,케이디페트로주식회사,충청권역,충청북도,진천군,"충북 진천군 이월면 은행정2길 122 (사곡리, (주)케이디페트로)",043-533-5145,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,하나트랜스,충청권역,충청북도,옥천군,충북 옥천군 청산면 효목리 617-2번지,043-731-4425,중간 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,향우실업(주) 음성1,충청권역,충청북도,음성군,충북 음성군 생극면 오신로 398 (생리),043-882-8382,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,현대산업(주),충청권역,충청북도,진천군,충북 진천군 진천읍 송두4길 47-8 (현대산업),043-536-2207,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
종합재활용,협동산업(주)진천공장,충청권역,충청북도,진천군,충북 진천군 이월면 신월리 398-21,043-534-6241,종합 재활용업 · 처리방법 재활용,,,14 폐기물처리업체 전국취합
최종처분(매립),에코시스템(주),경상권역,경상남도,창원시,경남 창원시 성산구 적현로279번길 167,055-210-3936,최종처분업 · 처리방법 매립 · 낙동강유역환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)양원이엔지,경상권역,경상북도,고령군,경북 고령군 성산면 동고령산단2길 77,054-956-7250,최종처분업 · 처리방법 매립 · 대구지방환경청 / 최종처분 (대구지방환경청),폐기물관리법 시행령〔별표1〕에 규정된 지정폐기물 중 매립가능 지정폐기물,,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
최종처분(매립),(주)와이에스텍,경상권역,경상북도,경주시,경북 경주시 강동면 강동산단로1길 82,054-705-5805,최종처분업 · 처리방법 매립 · 대구지방환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)이앤컴퍼니 구미지점,경상권역,경상북도,구미시,경북 구미시 산동읍 송백로 396,054-714-3115,최종처분업 · 처리방법 매립 · 대구지방환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)제넨바이오 경주지점-지정,경상권역,경상북도,경주시,경북 경주시 건천읍 용명공단길 173-160,054-751-6688,최종처분업 · 처리방법 매립 · 대구지방환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)지엠이앤씨,경상권역,경상북도,성주군,경북 성주군 성주읍 성주산업단지로1길 102,054-933-9611,최종처분업 · 처리방법 매립 · 대구지방환경청 / 최종처분 (대구지방환경청),지정폐기물,,13 지정폐기물 처리업체(대구청) / 14 폐기물처리업체 전국취합
최종처분(매립),(주)포항그린(구.(주)그린바이로),경상권역,경상북도,포항시,경북 포항시 남구 대송면 송덕로 188(옥명리),054-277-8288,최종처분 (대구지방환경청),폐기물관리법 시행령〔별표1〕에 규정된 지정폐기물 중 매립가능 지정폐기물,,13 지정폐기물 처리업체(대구청)
최종처분(매립),㈜구미그린(구.(주)에코이앤이),경상권역,경상북도,구미시,경북 구미시 4공단로 10길 56(금전동),054-715-5563,최종처분 (대구지방환경청),지정폐기물,,13 지정폐기물 처리업체(대구청)
최종처분(매립),"㈜그린밸리 구미지점(구.㈜이앤컴퍼니 구미지점, (주)케이엠그린 구미지점)",경상권역,경상북도,구미시,경북 구미시 산동면 송백로 398-90,054-476-8816,최종처분 (대구지방환경청),지정폐기물,,13 지정폐기물 처리업체(대구청)
최종처분(매립),"㈜에코랜드[구. ㈜제넨바이오경주지점, 구. ㈜케이디네이쳐엔바이오 경주지점(구. ㈜태양씨앤엘(구.㈜공감이앤티))]",경상권역,경상북도,경주시,경북 경주시 건천읍 용명공단길 173-160,054-751-6688,최종처분 (대구지방환경청),폐기물관리법 시행령〔별표1〕에 규정된 지정폐기물 중 매립가능 지정폐기물,,13 지정폐기물 처리업체(대구청)
최종처분(매립),리뉴랜드경주 주식회사(구.(주)와이에스텍),경상권역,경상북도,경주시,경북 경주시 강동면 강동산단로 1길 94-14,054-705-5800,최종처분 (대구지방환경청),지정폐기물,,13 지정폐기물 처리업체(대구청)
최종처분(매립),에코시스템(주) 포항,경상권역,경상북도,포항시,경북 포항시 남구 대송면 송덕로 188,054-277-8288,최종처분업 · 처리방법 매립 · 대구지방환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),에코시스템(주)구미,경상권역,경상북도,구미시,경북 구미시 4공단로10길 56,054-476-5543,최종처분업 · 처리방법 매립 · 대구지방환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)유니큰,경상권역,울산광역시,남구,울산 남구 용잠동529-27,052-229-0600,최종처분업 · 처리방법 매립 · 낙동강유역환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)이에스티,경상권역,울산광역시,울주군,울산 울주군 온산읍 당월리248,052-238-8721,최종처분업 · 처리방법 매립 · 낙동강유역환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)진흥중공업(소각매립),수도권,경기도,화성시,경기도 화성시 향남읍 구문천리 929-15,031-8059-2233,최종처분업 · 처리방법 매립 · 한강유역환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),인선이엔티(주)광양,전라권역,전라남도,광양시,전남 광양시 제철로 2412,061-797-1516,최종처분업 · 처리방법 매립 · 영산강유역환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),케이씨환경서비스(주)여수사업부(최종)-화치,전라권역,전라남도,여수시,전남 여수시 산단중앙로 30-36,061-685-4149,최종처분업 · 처리방법 매립 · 영산강유역환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),한맥테코산업(주)-여수,전라권역,전라남도,여수시,전남 여수시 율촌면 율촌산단1로 219,061-683-1815,최종처분업 · 처리방법 매립 · 영산강유역환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)케이비아이국인산업(군산),전라권역,전북특별자치도,군산시,전북 군산시 외항로 1270,063-464-6075,최종처분업 · 처리방법 매립 · 전북지방환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)보림씨에스,충청권역,충청남도,보령시,충남 보령시 웅천읍 대창증산로 166,041-932-2323,최종처분업 · 처리방법 매립 · 금강유역환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),(주)세창이엔텍아산지점,충청권역,충청남도,아산시,충남 아산시 둔포면 아산밸리북로 155,041-548-0681,최종처분업 · 처리방법 매립 · 금강유역환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),광운씨엔에스㈜,충청권역,충청남도,보령시,충청남도 보령시 천북면 홍보로 664-27,041-641-1915,폐기물 최종처리업체 (서산센터 관할),"폐흡착제, 폐활성탄",덤프트럭 2대대,03 지자체 관할 폐기물·중장비 업체
최종처분(매립),(주)에코비트 그린 충주,충청권역,충청북도,충주시,충북 충주시 대소원면 영평리750(메가폴리스 3로 95),070-4112-9000,최종처분업 · 처리방법 매립 · 원주지방환경청,,,14 폐기물처리업체 전국취합
최종처분(매립),아세아테크(주),충청권역,충청북도,충주시,충청북도 충주시 대소원면 첨단산업1로 279,043-844-6767,최종처분업 · 처리방법 매립 · 원주지방환경청 / 폐기물 최종처리업체 (충주센터 관할),"오니, 폐흡수제 및 폐흡착제, 광재, 폐주물사, 샌드블라스트 폐사, 폐내화물,도자기조각, 안정화·고형화처리물, 폐촉매, 분진, 소각재, 폐유(타르·피치류), 폐석면",굴삭기 1대대,03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
중장비,(사)건설기계 개별연명 사업자 협회 경북의성지회,,,,,,중장비 업체 (구미센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,(유)거도화물중기,,,,장항읍 장항로179번길 18,041-956-2233,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,(주)서은산업개발,,,,종천면 화산리 308번지,041-953-7381,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,(주)신한종합중기,,,,서천읍 충절로121번길 8,041-952-3920,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,동백상운(주),,,,서면 서인로716번길 4,041-953-4700,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,순천건설기계연합회,,,,-,061-723-3666,중장비 협회 (여수센터 관할),,크레인 300대대,03 지자체 관할 폐기물·중장비 업체
중장비,영일건기(주),,,,서천읍 서문로 32,041-953-7874,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,유인환경중기 주식회사,,,,서면 서인로131번길 55,041-952-8850,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,장항크레인,,,,서천읍 서천로 223,041-956-3392,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,차령중기(주),,,,"서천읍 서천로 223, (2층)",041-952-6987,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,크레인코웍,,,,서천읍 충절로121번길 8,041-952-3920,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,평화중기(주),,,,서천읍 서문로 32,041-953-4446,중장비 업체 (서산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,㈜초원환경,경상권역,경상남도,남해군,경상남도 남해군 고현면 남해대로 3243-26,055-864-7460,중장비 업체 (여수센터 관할),,굴삭기 2대대,03 지자체 관할 폐기물·중장비 업체
중장비,㈜한려종합중기,경상권역,경상남도,남해군,"경상남도 남해군 남해읍 화전로 154, 101동 203호",055-864-5105,중장비 업체 (여수센터 관할),,덤프트럭 15대대,03 지자체 관할 폐기물·중장비 업체
중장비,남해건설협동조합,경상권역,경상남도,남해군,경상남도 남해군 남해읍 남해대로 2981-13,055-863-4563,중장비 업체 (여수센터 관할),,굴삭기 1대대,03 지자체 관할 폐기물·중장비 업체
중장비,삼오토건,경상권역,경상남도,양산시,"경상남도 양산시 물금읍 청운로 354, 401호",055-384-3533,중장비 업체 (울산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,양산종합건기,경상권역,경상남도,양산시,경상남도 양산시 어실로 152,055-381-4422,중장비 업체 (울산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,양산토건㈜,경상권역,경상남도,양산시,경상남도 양산시 물금읍 황산로 737,055-365-0606,중장비 업체 (울산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,우림토건,경상권역,경상남도,양산시,경상남도 양산시 물금읍 목화4길 8-19,055-382-0600,중장비 업체 (울산센터 관할),,,03 지자체 관할 폐기물·중장비 업체
중장비,(주) 미래종합건기,경상권역,경상북도,상주시,경상북도 상주시 외답4길 2,,중장비 업체 (구미센터 관할),,굴착기 109대,03 지자체 관할 폐기물·중장비 업체
중장비,(주) 우일 개발,경상권역,경상북도,상주시,경상북도 상주시 헌신1길 121,,중장비 업체 (구미센터 관할),,굴착기 1대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)가가종합특수,경상권역,경상북도,상주시,"경상북도 상주시 북상주로 26, 1층",,중장비 업체 (구미센터 관할),,굴착기 1대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)강운,경상권역,경상북도,안동시,경상북도 안동시 임하면 충효로 3445,054-852-4170,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)경북건설기계,경상권역,경상북도,안동시,"경상북도 안동시 서후면 귀여리길 32, 101호",,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)낙동골재,경상권역,경상북도,안동시,경상북도 안동시 앙실2길 74-46(옥동),054-858-2881,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)동양중기,경상권역,경상북도,안동시,경상북도 안동시 강남7길 13(정하동),054-852-5995,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)명선,경상권역,경상북도,안동시,경상북도 안동시 운동장길 24(정하동),054-854-5177,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)부성포장중기,경상권역,경상북도,안동시,경상북도 안동시 앙실3길 19-60(수하동),054-858-2471,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)삼백환경,경상권역,경상북도,상주시,경상북도 상주시 선상서로 2389-54,,중장비 업체 (구미센터 관할),,굴착기 1대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)선명포장,경상권역,경상북도,안동시,경상북도 안동시 서후면 학가산온천길 214-13,054-843-8860,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)성광조경,경상권역,경상북도,안동시,"경상북도 안동시 경북대로 679-16, 1층(송현동)",054-842-2013,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)안동건설기계,경상권역,경상북도,안동시,"경상북도 안동시 어가골윗길 10-3, B동 201호 (태화동, 우성상가)",054-841-8000,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)안동운수,경상권역,경상북도,안동시,경상북도 안동시 풍산읍 금당길 2,,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)예일,경상권역,경상북도,상주시,경상북도 상주시 왕산로 246-1,,중장비 업체 (구미센터 관할),,굴착기 1대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)제일건설기계,경상권역,경상북도,안동시,"경상북도 안동시 광명로 212-16, 지하1층 107호 (옥동, 옥동삼성베스트캐슬)",054-853-9660,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)종합건설기계,경상권역,경상북도,안동시,경상북도 안동시 공단로 74(수상동),054-856-8855,중장비 업체 (구미센터 관할),-,- -대,03 지자체 관할 폐기물·중장비 업체
중장비,(주)호경건설,경상권역,경상북도,상주시,경상북도 상주시 함창읍 함령길 94,,중장비 업체 (구미센터 관할),,굴착기 1대,03 지자체 관할 폐기물·중장비 업체
중장비,강산종합건기(주),경상권역,경상북도,상주시,경상북도 상주시 식산로 96,,중장비 업체 (구미센터 관할),,굴착기 90대,03 지자체 관할 폐기물·중장비 업체
